# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 169K of event 'cycles'
# Event count (approx.): 86623323184
#
# Overhead  Command     Shared Object                             Symbol                                       
# ........  ..........  ........................................  .............................................
#
     0.00%  python3.10  [kernel.kallsyms]     [k] inherit_task_group.isra.0
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_output_begin
     0.00%  python3.10  python3.10            [.] 0x0000000000293e7a
     0.00%  python3.10  python3.10            [.] 0x0000000000206742
     0.00%  python3.10  python3.10            [.] 0x0000000000137af0
     0.00%  python3.10  python3.10            [.] 0x0000000000122901
     0.00%  python3.10  [kernel.kallsyms]     [k] rcu_all_qs
     0.00%  python3.10  libc.so.6             [.] 0x0000000000199efd
     0.00%  python3.10  [kernel.kallsyms]     [k] rseq_ip_fixup
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_event_task_output
     0.00%  python3.10  [kernel.kallsyms]     [k] ttwu_do_wakeup
     0.00%  python3.10  [kernel.kallsyms]     [k] lapic_next_deadline
     0.00%  python3.10  [kernel.kallsyms]     [k] ___slab_alloc
     0.00%  python3.10  python3.10            [.] 0x00000000001d48d0
     0.00%  python3.10  python3.10            [.] 0x00000000001598cd
     0.00%  python3.10  [kernel.kallsyms]     [k] enqueue_task
     0.00%  python3.10  python3.10            [.] 0x00000000001d4955
     0.00%  python3.10  python3.10            [.] 0x000000000029498e
     0.00%  python3.10  [kernel.kallsyms]     [k] __irqentry_text_end
     0.00%  python3.10  python3.10            [.] 0x0000000000277421
     0.00%  python3.10  python3.10            [.] 0x00000000001228d1
     0.00%  python3.10  [kernel.kallsyms]     [k] __get_user_8
     0.00%  python3.10  [kernel.kallsyms]     [k] wp_page_copy
     0.00%  python3.10  python3.10            [.] PyType_GenericAlloc
     0.00%  python3.10  python3.10            [.] PyFunction_NewWithQualName
     0.00%  python3.10  [kernel.kallsyms]     [k] list_add_event
     0.00%  python3.10  python3.10            [.] 0x0000000000294e92
     0.00%  python3.10  [kernel.kallsyms]     [k] __mod_memcg_lruvec_state
     0.00%  python3.10  python3.10            [.] 0x00000000001228da
     0.00%  python3.10  [kernel.kallsyms]     [k] tcp_sendmsg_locked
     0.00%  python3.10  [kernel.kallsyms]     [k] allocate_fake_cpuc
     0.00%  python3.10  python3.10            [.] PyMem_Free
     0.00%  python3.10  [kernel.kallsyms]     [k] irq_enter_rcu
     0.00%  python3.10  python3.10            [.] 0x000000000017c3ef
     0.00%  python3.10  [kernel.kallsyms]     [k] intel_cpuc_prepare
     0.00%  python3.10  python3.10            [.] 0x000000000012d1e1
     0.00%  python3.10  python3.10            [.] 0x0000000000121641
     0.00%  python3.10  python3.10            [.] PyErr_Restore
     0.00%  python3.10  python3.10            [.] 0x000000000018bfd4
     0.00%  python3.10  python3.10            [.] 0x000000000015b564
     0.00%  python3.10  python3.10            [.] 0x0000000000188ff0
     0.00%  python3.10  python3.10            [.] 0x0000000000188d7f
     0.00%  python3.10  python3.10            [.] 0x000000000012291a
     0.00%  python3.10  python3.10            [.] 0x00000000001795d2
     0.00%  python3.10  [kernel.kallsyms]     [k] __check_object_size.part.0
     0.00%  python3.10  python3.10            [.] 0x0000000000122877
     0.00%  python3.10  [kernel.kallsyms]     [k] available_idle_cpu
     0.00%  python3.10  python3.10            [.] 0x000000000018d151
     0.00%  python3.10  python3.10            [.] 0x000000000018d700
     0.00%  python3.10  [kernel.kallsyms]     [k] intel_pmu_hw_config.part.0
     0.00%  python3.10  python3.10            [.] 0x0000000000188ec7
     0.00%  python3.10  [kernel.kallsyms]     [k] sync_mm_rss
     0.00%  python3.10  [kernel.kallsyms]     [k] syscall_enter_from_user_mode
     0.00%  python3.10  [kernel.kallsyms]     [k] memcpy_erms
     0.00%  python3.10  python3.10            [.] 0x000000000013fd1f
     0.00%  python3.10  python3.10            [.] 0x0000000000151df2
     0.00%  python3.10  [kernel.kallsyms]     [k] zap_pmd_range.isra.0
     0.00%  python3.10  [kernel.kallsyms]     [k] plist_del
     0.00%  python3.10  python3.10            [.] 0x000000000018d165
     0.00%  python3.10  python3.10            [.] 0x00000000002942ff
     0.00%  python3.10  python3.10            [.] 0x00000000001d93ca
     0.00%  python3.10  python3.10            [.] 0x0000000000179613
     0.00%  python3.10  [kernel.kallsyms]     [k] page_remove_rmap
     0.00%  python3.10  python3.10            [.] 0x0000000000188e5e
     0.00%  python3.10  python3.10            [.] 0x00000000001522f3
     0.00%  python3.10  python3.10            [.] 0x0000000000188dc2
     0.00%  python3.10  libc.so.6             [.] __strncat_ssse3
     0.00%  python3.10  python3.10            [.] 0x000000000020692a
     0.00%  python3.10  python3.10            [.] 0x0000000000128097
     0.00%  python3.10  python3.10            [.] 0x00000000001732ce
     0.00%  python3.10  [kernel.kallsyms]     [k] rcu_read_unlock_strict
     0.00%  python3.10  python3.10            [.] 0x000000000018c039
     0.00%  python3.10  [kernel.kallsyms]     [k] __hrtimer_init
     0.00%  python3.10  python3.10            [.] 0x0000000000137a66
     0.00%  python3.10  python3.10            [.] 0x0000000000188eee
     0.00%  python3.10  [kernel.kallsyms]     [k] __mod_node_page_state
     0.00%  python3.10  python3.10            [.] PyObject_LengthHint
     0.00%  python3.10  python3.10            [.] 0x0000000000129e0f
     0.00%  python3.10  python3.10            [.] 0x000000000015d6fd
     0.00%  python3.10  python3.10            [.] 0x0000000000277535
     0.00%  python3.10  python3.10            [.] 0x000000000012cff3
     0.00%  python3.10  python3.10            [.] 0x0000000000151d80
     0.00%  python3.10  python3.10            [.] 0x0000000000206903
     0.00%  python3.10  python3.10            [.] PyLong_FromUnicodeObject
     0.00%  python3.10  python3.10            [.] 0x000000000018d711
     0.00%  python3.10  python3.10            [.] 0x0000000000137ae4
     0.00%  python3.10  python3.10            [.] 0x00000000002b69fa
     0.00%  python3.10  python3.10            [.] 0x0000000000294ff8
     0.00%  python3.10  python3.10            [.] 0x000000000015c612
     0.00%  python3.10  python3.10            [.] 0x00000000001771ec
     0.00%  python3.10  python3.10            [.] 0x0000000000174293
     0.00%  python3.10  libc.so.6             [.] 0x00000000001a0afb
     0.00%  python3.10  libc.so.6             [.] 0x00000000001a09c5
     0.00%  python3.10  python3.10            [.] 0x0000000000122906
     0.00%  python3.10  python3.10            [.] 0x0000000000188e0a
     0.00%  python3.10  [kernel.kallsyms]     [k] rcu_sched_clock_irq
     0.00%  python3.10  [kernel.kallsyms]     [k] syscall_exit_to_user_mode
     0.00%  python3.10  python3.10            [.] 0x00000000001434c6
     0.00%  python3.10  [kernel.kallsyms]     [k] update_blocked_averages
     0.00%  python3.10  [kernel.kallsyms]     [k] clockevents_program_event
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_pmu_nop_void
     0.00%  python3.10  [kernel.kallsyms]     [k] p4d_offset
     0.00%  python3.10  python3.10            [.] 0x0000000000294270
     0.00%  python3.10  python3.10            [.] 0x00000000001643e7
     0.00%  python3.10  python3.10            [.] 0x000000000017953c
     0.00%  python3.10  python3.10            [.] 0x000000000018bfd8
     0.00%  python3.10  [kernel.kallsyms]     [k] sync_regs
     0.00%  python3.10  python3.10            [.] 0x0000000000206b87
     0.00%  python3.10  python3.10            [.] 0x00000000001f5fa0
     0.00%  python3.10  [kernel.kallsyms]     [k] irqentry_exit
     0.00%  python3.10  python3.10            [.] 0x000000000015b040
     0.00%  python3.10  [kernel.kallsyms]     [k] __tcp_ack_snd_check
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_event_sched_in
     0.00%  python3.10  python3.10            [.] 0x0000000000296faa
     0.00%  python3.10  [kernel.kallsyms]     [k] asm_sysvec_thermal
     0.00%  python3.10  [kernel.kallsyms]     [k] queue_delayed_work_on
     0.00%  python3.10  libc.so.6             [.] 0x000000000019d5a8
     0.00%  python3.10  [kernel.kallsyms]     [k] hrtimer_wakeup
     0.00%  python3.10  libc.so.6             [.] 0x00000000001a0b0a
     0.00%  python3.10  libc.so.6             [.] pthread_setaffinity_np@@GLIBC_2.34
     0.00%  python3.10  python3.10            [.] 0x00000000002068ea
     0.00%  python3.10  [kernel.kallsyms]     [k] get_timespec64
     0.00%  python3.10  libcrypto.so.3        [.] 0x0000000000307c81
     0.00%  python3.10  [kernel.kallsyms]     [k] hrtick_update
     0.00%  python3.10  python3.10            [.] 0x000000000011b4a7
     0.00%  python3.10  [kernel.kallsyms]     [k] calc_timer_values
     0.00%  python3.10  [kernel.kallsyms]     [k] rcu_gp_kthread_wake
     0.00%  python3.10  python3.10            [.] 0x00000000002d0729
     0.00%  python3.10  [vdso]                [.] 0x0000000000000805
     0.00%  python3.10  [kernel.kallsyms]     [k] profile_task_exit
     0.00%  python3.10  [kernel.kallsyms]     [k] __bitmap_and
     0.00%  python3.10  [kernel.kallsyms]     [k] nohz_balancer_kick
     0.00%  python3.10  [kernel.kallsyms]     [k] __softirqentry_text_start
     0.00%  python3.10  python3.10            [.] 0x000000000030e43f
     0.00%  python3.10  [kernel.kallsyms]     [k] x86_reserve_hardware
     0.00%  python3.10  python3.10            [.] 0x00000000002949f3
     0.00%  python3.10  python3.10            [.] 0x000000000020693c
     0.00%  python3.10  python3.10            [.] 0x000000000011b365
     0.00%  python3.10  python3.10            [.] 0x000000000015e07c
     0.00%  python3.10  python3.10            [.] 0x00000000001225a0
     0.00%  python3.10  python3.10            [.] 0x00000000001229d0
     0.00%  python3.10  [kernel.kallsyms]     [k] tcp_push
     0.00%  python3.10  python3.10            [.] 0x00000000002773de
     0.00%  python3.10  [kernel.kallsyms]     [k] native_read_msr
     0.00%  python3.10  python3.10            [.] 0x00000000001d9443
     0.00%  python3.10  [kernel.kallsyms]     [k] __sys_recvfrom
     0.00%  python3.10  [kernel.kallsyms]     [k] intel_pmu_bts_config
     0.00%  python3.10  [kernel.kallsyms]     [k] rcu_do_batch
     0.00%  python3.10  python3.10            [.] 0x000000000015d6c2
     0.00%  python3.10  python3.10            [.] _PyLong_Format
     0.00%  python3.10  [kernel.kallsyms]     [k] resched_curr
     0.00%  python3.10  libc.so.6             [.] cnd_broadcast@@GLIBC_2.34
     0.00%  python3.10  python3.10            [.] 0x0000000000151e5f
     0.00%  python3.10  python3.10            [.] 0x0000000000294e95
     0.00%  python3.10  [kernel.kallsyms]     [k] delayacct_add_tsk
     0.00%  python3.10  python3.10            [.] 0x000000000015f2e7
     0.00%  python3.10  python3.10            [.] 0x00000000002069bf
     0.00%  python3.10  python3.10            [.] 0x000000000020bf52
     0.00%  python3.10  [kernel.kallsyms]     [k] task_h_load
     0.00%  python3.10  python3.10            [.] 0x0000000000188d36
     0.00%  python3.10  python3.10            [.] 0x0000000000121630
     0.00%  python3.10  python3.10            [.] 0x0000000000163001
     0.00%  python3.10  python3.10            [.] 0x00000000001795bb
     0.00%  python3.10  python3.10            [.] 0x0000000000151f10
     0.00%  python3.10  python3.10            [.] 0x0000000000169b8f
     0.00%  python3.10  [kernel.kallsyms]     [k] irq_work_tick
     0.00%  python3.10  python3.10            [.] 0x000000000015e08b
     0.00%  python3.10  python3.10            [.] 0x0000000000137a60
     0.00%  python3.10  python3.10            [.] 0x0000000000295394
     0.00%  python3.10  [kernel.kallsyms]     [k] tick_sched_timer
     0.00%  python3.10  python3.10            [.] 0x000000000017f8a5
     0.00%  python3.10  python3.10            [.] 0x000000000018d077
     0.00%  python3.10  [kernel.kallsyms]     [k] timerqueue_del
     0.00%  python3.10  libc.so.6             [.] __GI___pthread_tpp_change_priority
     0.00%  python3.10  libc.so.6             [.] pthread_setattr_default_np@@GLIBC_2.34
     0.00%  python3.10  [kernel.kallsyms]     [k] hrtimer_init_sleeper
     0.00%  python3.10  [kernel.kallsyms]     [k] __remove_hrtimer
     0.00%  python3.10  [kernel.kallsyms]     [k] do_madvise.part.0
     0.00%  python3.10  libc.so.6             [.] 0x000000000019d594
     0.00%  python3.10  python3.10            [.] 0x0000000000150ba4
     0.00%  python3.10  libc.so.6             [.] __stpcpy
     0.00%  python3.10  python3.10            [.] 0x000000000018c4d8
     0.00%  python3.10  libc.so.6             [.] 0x000000000019d5ad
     0.00%  python3.10  [kernel.kallsyms]     [k] calc_global_load_tick
     0.00%  python3.10  [kernel.kallsyms]     [k] security_task_alloc
     0.00%  python3.10  libc.so.6             [.] parse_qtd_backslash
     0.00%  python3.10  python3.10            [.] 0x000000000018c096
     0.00%  python3.10  python3.10            [.] 0x0000000000294948
     0.00%  python3.10  python3.10            [.] PyTraceBack_Here
     0.00%  python3.10  python3.10            [.] 0x0000000000206556
     0.00%  python3.10  python3.10            [.] 0x00000000002775ac
     0.00%  python3.10  [kernel.kallsyms]     [k] refill_stock
     0.00%  python3.10  [kernel.kallsyms]     [k] therm_throt_process
     0.00%  python3.10  libc.so.6             [.] 0x0000000000199ee5
     0.00%  python3.10  [kernel.kallsyms]     [k] delayed_put_task_struct
     0.00%  python3.10  [kernel.kallsyms]     [k] run_posix_cpu_timers
     0.00%  python3.10  libc.so.6             [.] 0x00000000001a0984
     0.00%  python3.10  [kernel.kallsyms]     [k] timekeeping_adjust.constprop.0
     0.00%  python3.10  python3.10            [.] 0x0000000000152321
     0.00%  python3.10  python3.10            [.] 0x00000000000cfb26
     0.00%  python3.10  python3.10            [.] 0x000000000015e0d2
     0.00%  python3.10  [kernel.kallsyms]     [k] ttwu_do_activate
     0.00%  python3.10  [kernel.kallsyms]     [k] pmd_val
     0.00%  python3.10  python3.10            [.] _PyObject_FastCallDictTstate
     0.00%  python3.10  python3.10            [.] 0x000000000012174d
     0.00%  python3.10  python3.10            [.] 0x0000000000198e44
     0.00%  python3.10  [kernel.kallsyms]     [k] check_stack_object
     0.00%  python3.10  [kernel.kallsyms]     [k] get_page_from_freelist
     0.00%  python3.10  python3.10            [.] 0x00000000002942bc
     0.00%  python3.10  libc.so.6             [.] 0x00000000001a0994
     0.00%  python3.10  [kernel.kallsyms]     [k] _raw_spin_lock_irq
     0.00%  python3.10  python3.10            [.] 0x0000000000198e69
     0.00%  python3.10  [kernel.kallsyms]     [k] __perf_event_read
     0.00%  python3.10  python3.10            [.] 0x0000000000143407
     0.00%  python3.10  [kernel.kallsyms]     [k] rcu_start_this_gp
     0.00%  python3.10  python3.10            [.] 0x000000000018d599
     0.00%  python3.10  python3.10            [.] 0x000000000015af50
     0.00%  python3.10  python3.10            [.] 0x000000000015b16c
     0.00%  python3.10  [kernel.kallsyms]     [k] vm_normal_page
     0.00%  python3.10  python3.10            [.] 0x000000000018d51f
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_group_attach
     0.00%  python3.10  [kernel.kallsyms]     [k] __bitmap_intersects
     0.00%  python3.10  [kernel.kallsyms]     [k] futex_wait_setup
     0.00%  python3.10  python3.10            [.] 0x000000000014f694
     0.00%  python3.10  [kernel.kallsyms]     [k] sched_slice
     0.00%  python3.10  python3.10            [.] _PyDict_GetItemIdWithError
     0.00%  python3.10  python3.10            [.] 0x0000000000137ac9
     0.00%  python3.10  python3.10            [.] 0x000000000018d4ad
     0.00%  python3.10  python3.10            [.] 0x000000000029497c
     0.00%  python3.10  [kernel.kallsyms]     [k] __srcu_read_unlock
     0.00%  python3.10  python3.10            [.] 0x000000000018d25c
     0.00%  python3.10  python3.10            [.] 0x000000000015f00e
     0.00%  python3.10  python3.10            [.] 0x000000000015ef93
     0.00%  python3.10  libcrypto.so.3        [.] 0x00000000003077f6
     0.00%  python3.10  python3.10            [.] 0x0000000000151e2e
     0.00%  python3.10  python3.10            [.] 0x00000000001d4931
     0.00%  python3.10  python3.10            [.] 0x0000000000188d02
     0.00%  python3.10  python3.10            [.] 0x0000000000122832
     0.00%  python3.10  python3.10            [.] 0x00000000002b6a1c
     0.00%  python3.10  python3.10            [.] 0x0000000000137a77
     0.00%  python3.10  [kernel.kallsyms]     [k] release_pages
     0.00%  python3.10  [kernel.kallsyms]     [k] __memcg_kmem_charge_page
     0.00%  python3.10  python3.10            [.] 0x000000000018d288
     0.00%  python3.10  [kernel.kallsyms]     [k] should_failslab
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_swevent_init
     0.00%  python3.10  python3.10            [.] 0x00000000002b6a1b
     0.00%  python3.10  python3.10            [.] 0x00000000001795e5
     0.00%  python3.10  [kernel.kallsyms]     [k] asm_common_interrupt
     0.00%  python3.10  [kernel.kallsyms]     [k] do_anonymous_page
     0.00%  python3.10  [kernel.kallsyms]     [k] handle_mm_fault
     0.00%  python3.10  [kernel.kallsyms]     [k] vmacache_find
     0.00%  python3.10  python3.10            [.] 0x0000000000137bcf
     0.00%  python3.10  python3.10            [.] 0x00000000001508a2
     0.00%  python3.10  python3.10            [.] 0x0000000000167e2e
     0.00%  python3.10  python3.10            [.] 0x000000000018c069
     0.00%  python3.10  python3.10            [.] 0x000000000018d562
     0.00%  python3.10  python3.10            [.] 0x000000000018d56f
     0.00%  python3.10  python3.10            [.] 0x0000000000206b63
     0.00%  python3.10  python3.10            [.] 0x0000000000179564
     0.00%  python3.10  python3.10            [.] 0x000000000018d066
     0.00%  python3.10  python3.10            [.] 0x000000000012290a
     0.00%  python3.10  [kernel.kallsyms]     [k] memcg_slab_post_alloc_hook
     0.00%  python3.10  python3.10            [.] 0x00000000001732de
     0.00%  python3.10  python3.10            [.] 0x000000000012d130
     0.00%  python3.10  [kernel.kallsyms]     [k] handle_pte_fault
     0.00%  python3.10  python3.10            [.] 0x0000000000137b95
     0.00%  python3.10  python3.10            [.] 0x000000000012e09c
     0.00%  python3.10  python3.10            [.] 0x000000000017959e
     0.00%  python3.10  [kernel.kallsyms]     [k] find_vm_area
     0.00%  python3.10  [kernel.kallsyms]     [k] hrtimer_sleeper_start_expires
     0.00%  python3.10  python3.10            [.] 0x0000000000188de4
     0.00%  python3.10  python3.10            [.] PyTuple_New
     0.00%  python3.10  python3.10            [.] PyNumber_Xor
     0.00%  python3.10  python3.10            [.] 0x0000000000188d07
     0.00%  python3.10  python3.10            [.] 0x0000000000188e99
     0.00%  python3.10  python3.10            [.] 0x000000000015ef74
     0.00%  python3.10  python3.10            [.] 0x000000000015eff0
     0.00%  python3.10  python3.10            [.] PyObject_GC_Del
     0.00%  python3.10  libc.so.6             [.] 0x000000000019d981
     0.00%  python3.10  python3.10            [.] _PyUnicode_FromId
     0.00%  python3.10  [kernel.kallsyms]     [k] sysvec_apic_timer_interrupt
     0.00%  python3.10  python3.10            [.] 0x000000000020674f
     0.00%  python3.10  [kernel.kallsyms]     [k] copy_user_generic_unrolled
     0.00%  python3.10  python3.10            [.] 0x0000000000129c60
     0.00%  python3.10  python3.10            [.] 0x0000000000206913
     0.00%  python3.10  python3.10            [.] 0x000000000017958b
     0.00%  python3.10  python3.10            [.] 0x000000000018d4be
     0.00%  python3.10  python3.10            [.] 0x0000000000137ada
     0.00%  python3.10  python3.10            [.] 0x0000000000294993
     0.00%  python3.10  python3.10            [.] 0x000000000012d811
     0.00%  python3.10  python3.10            [.] 0x000000000018d0dc
     0.00%  python3.10  python3.10            [.] 0x00000000001598d3
     0.00%  python3.10  python3.10            [.] 0x00000000002cfec0
     0.00%  python3.10  python3.10            [.] 0x000000000017958e
     0.00%  python3.10  python3.10            [.] 0x00000000001598c8
     0.00%  python3.10  python3.10            [.] 0x0000000000293db3
     0.00%  python3.10  python3.10            [.] 0x000000000013fd0e
     0.00%  python3.10  python3.10            [.] 0x000000000012284c
     0.00%  python3.10  python3.10            [.] 0x000000000012d6c0
     0.00%  python3.10  python3.10            [.] 0x000000000018d0c3
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_event_init_context
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_init_event
     0.00%  python3.10  libcrypto.so.3        [.] 0x0000000000308118
     0.00%  python3.10  libcrypto.so.3        [.] 0x00000000003081e4
     0.00%  python3.10  python3.10            [.] 0x000000000015c5d8
     0.00%  python3.10  python3.10            [.] 0x00000000001740af
     0.00%  python3.10  python3.10            [.] 0x000000000018d068
     0.00%  python3.10  python3.10            [.] 0x0000000000206953
     0.00%  python3.10  python3.10            [.] 0x0000000000206c6c
     0.00%  python3.10  python3.10            [.] 0x000000000012a06a
     0.00%  python3.10  python3.10            [.] 0x00000000001566cb
     0.00%  python3.10  [kernel.kallsyms]     [k] __perf_event_header__init_id
     0.00%  python3.10  python3.10            [.] 0x000000000017953e
     0.00%  python3.10  python3.10            [.] 0x000000000018d237
     0.00%  python3.10  python3.10            [.] 0x0000000000162f31
     0.00%  python3.10  [kernel.kallsyms]     [k] chacha_permute
     0.00%  python3.10  python3.10            [.] 0x0000000000188d90
     0.00%  python3.10  python3.10            [.] 0x0000000000169c49
     0.00%  python3.10  python3.10            [.] 0x0000000000206970
     0.00%  python3.10  python3.10            [.] 0x000000000012d231
     0.00%  python3.10  [kernel.kallsyms]     [k] __perf_event_task_sched_out
     0.00%  python3.10  python3.10            [.] 0x000000000018c04e
     0.00%  python3.10  [kernel.kallsyms]     [k] alloc_vmap_area
     0.00%  python3.10  [kernel.kallsyms]     [k] ktime_add_safe
     0.00%  python3.10  python3.10            [.] 0x000000000017a8e0
     0.00%  python3.10  python3.10            [.] 0x000000000017c3a6
     0.00%  python3.10  libcrypto.so.3        [.] 0x00000000003081b7
     0.00%  python3.10  python3.10            [.] 0x000000000018d0cf
     0.00%  python3.10  [kernel.kallsyms]     [k] obj_cgroup_charge_pages
     0.00%  python3.10  python3.10            [.] 0x0000000000293e54
     0.00%  python3.10  [kernel.kallsyms]     [k] clear_page_erms
     0.00%  python3.10  python3.10            [.] 0x00000000000701b0
     0.00%  python3.10  python3.10            [.] 0x0000000000128019
     0.00%  python3.10  python3.10            [.] 0x0000000000151eca
     0.00%  python3.10  python3.10            [.] 0x000000000015e0f7
     0.00%  python3.10  python3.10            [.] 0x0000000000179530
     0.00%  python3.10  python3.10            [.] 0x0000000000188de0
     0.00%  python3.10  python3.10            [.] 0x0000000000206c4d
     0.00%  python3.10  python3.10            [.] 0x000000000027759e
     0.00%  python3.10  python3.10            [.] 0x00000000002948d3
     0.00%  python3.10  python3.10            [.] 0x0000000000243828
     0.00%  python3.10  python3.10            [.] 0x000000000015d26e
     0.00%  python3.10  python3.10            [.] 0x0000000000129dfc
     0.00%  python3.10  [kernel.kallsyms]     [k] _find_next_bit
     0.00%  python3.10  python3.10            [.] 0x0000000000277530
     0.00%  python3.10  libcrypto.so.3        [.] 0x0000000000307ff5
     0.00%  python3.10  [kernel.kallsyms]     [k] __mod_lruvec_page_state
     0.00%  python3.10  libc.so.6             [.] 0x00000000001a09cb
     0.00%  python3.10  python3.10            [.] 0x000000000017719f
     0.00%  python3.10  python3.10            [.] 0x0000000000179553
     0.00%  python3.10  python3.10            [.] 0x00000000001894ba
     0.00%  python3.10  python3.10            [.] 0x000000000018d060
     0.00%  python3.10  python3.10            [.] 0x000000000018d519
     0.00%  python3.10  python3.10            [.] 0x00000000001d48e1
     0.00%  python3.10  python3.10            [.] 0x000000000020bee1
     0.00%  python3.10  libcrypto.so.3        [.] 0x0000000000308344
     0.00%  python3.10  python3.10            [.] 0x000000000020beaa
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_event_exit_task
     0.00%  python3.10  python3.10            [.] 0x000000000018d09e
     0.00%  python3.10  libc.so.6             [.] __vstrfmon_l_internal
     0.00%  python3.10  python3.10            [.] 0x0000000000122930
     0.00%  python3.10  python3.10            [.] 0x0000000000151e76
     0.00%  python3.10  python3.10            [.] 0x0000000000152271
     0.00%  python3.10  python3.10            [.] 0x00000000001595f6
     0.00%  python3.10  python3.10            [.] 0x0000000000167dd1
     0.00%  python3.10  python3.10            [.] 0x000000000016a2e0
     0.00%  python3.10  python3.10            [.] 0x000000000017c067
     0.00%  python3.10  python3.10            [.] 0x000000000018928c
     0.00%  python3.10  python3.10            [.] 0x000000000018bf74
     0.00%  python3.10  python3.10            [.] 0x000000000018d498
     0.00%  python3.10  python3.10            [.] 0x00000000001d4951
     0.00%  python3.10  python3.10            [.] 0x0000000000151ef4
     0.00%  python3.10  python3.10            [.] 0x0000000000206691
     0.00%  python3.10  python3.10            [.] 0x0000000000179be9
     0.00%  python3.10  [kernel.kallsyms]     [k] find_idlest_group
     0.00%  python3.10  python3.10            [.] 0x0000000000188da5
     0.00%  python3.10  [kernel.kallsyms]     [k] intel_cpuc_finish
     0.00%  python3.10  python3.10            [.] 0x000000000006f150
     0.00%  python3.10  python3.10            [.] 0x0000000000127ad0
     0.00%  python3.10  python3.10            [.] 0x0000000000138910
     0.00%  python3.10  python3.10            [.] 0x00000000001641f9
     0.00%  python3.10  [kernel.kallsyms]     [k] __radix_tree_lookup
     0.00%  python3.10  libc.so.6             [.] 0x00000000001a0999
     0.00%  python3.10  python3.10            [.] PySequence_List
     0.00%  python3.10  python3.10            [.] 0x0000000000122884
     0.00%  python3.10  python3.10            [.] 0x000000000012289b
     0.00%  python3.10  python3.10            [.] 0x0000000000127f69
     0.00%  python3.10  python3.10            [.] 0x0000000000129c7a
     0.00%  python3.10  python3.10            [.] 0x0000000000137aa0
     0.00%  python3.10  python3.10            [.] 0x0000000000143427
     0.00%  python3.10  python3.10            [.] 0x0000000000151d88
     0.00%  python3.10  python3.10            [.] 0x0000000000152354
     0.00%  python3.10  python3.10            [.] 0x00000000001598e3
     0.00%  python3.10  python3.10            [.] 0x000000000015b15c
     0.00%  python3.10  python3.10            [.] 0x000000000015b16f
     0.00%  python3.10  python3.10            [.] 0x0000000000163fff
     0.00%  python3.10  python3.10            [.] 0x00000000001732d6
     0.00%  python3.10  python3.10            [.] 0x000000000017f8c2
     0.00%  python3.10  python3.10            [.] 0x0000000000188d32
     0.00%  python3.10  python3.10            [.] 0x0000000000198eb1
     0.00%  python3.10  python3.10            [.] 0x00000000001d4929
     0.00%  python3.10  python3.10            [.] 0x0000000000206661
     0.00%  python3.10  python3.10            [.] 0x000000000020bf50
     0.00%  python3.10  python3.10            [.] 0x000000000027742c
     0.00%  python3.10  python3.10            [.] 0x0000000000277459
     0.00%  python3.10  python3.10            [.] 0x00000000002775ef
     0.00%  python3.10  python3.10            [.] 0x00000000002949d0
     0.00%  python3.10  [kernel.kallsyms]     [k] unlock_page_memcg
     0.00%  python3.10  python3.10            [.] PyObject_Malloc
     0.00%  python3.10  python3.10            [.] 0x0000000000122923
     0.00%  python3.10  python3.10            [.] 0x000000000015b20c
     0.00%  python3.10  python3.10            [.] 0x000000000018bfea
     0.00%  python3.10  python3.10            [.] 0x000000000018d121
     0.00%  python3.10  python3.10            [.] 0x000000000018d1e7
     0.00%  python3.10  python3.10            [.] 0x000000000018d765
     0.00%  python3.10  [kernel.kallsyms]     [k] tick_sched_handle
     0.00%  python3.10  python3.10            [.] 0x0000000000151dc9
     0.00%  python3.10  python3.10            [.] 0x0000000000150836
     0.00%  python3.10  python3.10            [.] 0x000000000012d22e
     0.00%  python3.10  python3.10            [.] 0x000000000011d51d
     0.00%  python3.10  python3.10            [.] 0x000000000012d77d
     0.00%  python3.10  [kernel.kallsyms]     [k] __handle_mm_fault
     0.00%  python3.10  python3.10            [.] 0x000000000015b509
     0.00%  python3.10  python3.10            [.] 0x000000000015b570
     0.00%  python3.10  libc.so.6             [.] 0x0000000000199ce4
     0.00%  python3.10  libcrypto.so.3        [.] 0x0000000000307fb9
     0.00%  python3.10  libcrypto.so.3        [.] 0x00000000003083b5
     0.00%  python3.10  [kernel.kallsyms]     [k] page_remove_file_rmap
     0.00%  python3.10  python3.10            [.] 0x000000000020656c
     0.00%  python3.10  python3.10            [.] 0x00000000002068d6
     0.00%  python3.10  python3.10            [.] 0x000000000020bf61
     0.00%  python3.10  python3.10            [.] 0x0000000000294fdd
     0.00%  python3.10  python3.10            [.] 0x00000000002949f7
     0.00%  python3.10  [kernel.kallsyms]     [k] x2apic_send_IPI
     0.00%  python3.10  libcrypto.so.3        [.] 0x00000000003082ae
