# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 4K of event 'cycles'
# Event count (approx.): 602680337
#
# Overhead  Command     Shared Object                             Symbol                                        
# ........  ..........  ........................................  ..............................................
#
     0.05%  python3.10  python3.10                                [.] 0x000000000018c020
     0.05%  python3.10  python3.10                                [.] 0x00000000001598e3
     0.05%  python3.10  [kernel.kallsyms]                         [k] pick_next_task
     0.05%  python3.10  python3.10                                [.] 0x0000000000188df0
     0.05%  python3.10  python3.10                                [.] 0x000000000018d07c
     0.05%  python3.10  [kernel.kallsyms]                         [k] kfree
     0.05%  python3.10  libc.so.6                                 [.] 0x0000000000199f10
     0.05%  python3.10  [kernel.kallsyms]                         [k] do_poll.constprop.0
     0.05%  python3.10  python3.10                                [.] 0x000000000018bfea
     0.05%  python3.10  python3.10                                [.] 0x00000000002b6a0a
     0.05%  python3.10  python3.10                                [.] 0x00000000001598c8
     0.05%  python3.10  python3.10                                [.] 0x000000000018d740
     0.05%  python3.10  python3.10                                [.] 0x000000000020bf61
     0.05%  python3.10  python3.10                                [.] 0x00000000001339ce
     0.05%  python3.10  python3.10                                [.] 0x0000000000294eb9
     0.05%  python3.10  python3.10                                [.] _Py_HashBytes
     0.05%  python3.10  [kernel.kallsyms]                         [k] psi_flags_change
     0.05%  python3.10  python3.10                                [.] 0x000000000018d562
     0.05%  python3.10  libcrypto.so.3                            [.] 0x000000000030814b
     0.05%  python3.10  python3.10                                [.] 0x00000000001339ef
     0.05%  python3.10  libcrypto.so.3                            [.] 0x00000000003078f8
     0.05%  python3.10  python3.10                                [.] 0x000000000018d077
     0.05%  python3.10  python3.10                                [.] 0x00000000001732c8
     0.05%  python3.10  libcrypto.so.3                            [.] 0x00000000003070eb
     0.05%  python3.10  python3.10                                [.] 0x0000000000206c22
     0.05%  python3.10  python3.10                                [.] 0x000000000018d25c
     0.05%  python3.10  python3.10                                [.] 0x0000000000151ea5
     0.05%  python3.10  python3.10                                [.] 0x000000000017c3af
     0.05%  python3.10  python3.10                                [.] 0x00000000002cfec4
     0.05%  python3.10  python3.10                                [.] 0x000000000018d0e8
     0.05%  python3.10  python3.10                                [.] 0x000000000015c5ec
     0.05%  python3.10  python3.10                                [.] 0x000000000018d13b
     0.05%  python3.10  python3.10                                [.] 0x0000000000151eed
     0.05%  python3.10  python3.10                                [.] 0x000000000017f868
     0.05%  python3.10  python3.10                                [.] _PyTime_AsTimevalTime_t
     0.05%  python3.10  python3.10                                [.] 0x0000000000137a77
     0.04%  python3.10  python3.10                                [.] 0x0000000000165e60
     0.04%  python3.10  [kernel.kallsyms]                         [k] _raw_spin_lock
     0.04%  python3.10  libcrypto.so.3                            [.] 0x0000000000308126
     0.04%  python3.10  [kernel.kallsyms]                         [k] __ksize
     0.04%  python3.10  python3.10                                [.] 0x00000000001418ed
     0.04%  python3.10  libcrypto.so.3                            [.] 0x000000000030735f
     0.04%  python3.10  python3.10                                [.] 0x0000000000293e33
     0.04%  python3.10  python3.10                                [.] 0x0000000000188ec7
     0.04%  python3.10  libcrypto.so.3                            [.] 0x0000000000307742
     0.04%  python3.10  python3.10                                [.] 0x000000000018d54e
     0.04%  python3.10  python3.10                                [.] 0x00000000001b05ed
     0.04%  python3.10  [kernel.kallsyms]                         [k] tcp_established_options
     0.04%  python3.10  [kernel.kallsyms]                         [k] __fget_files
     0.04%  python3.10  [kernel.kallsyms]                         [k] set_normalized_timespec64
     0.04%  python3.10  [kernel.kallsyms]                         [k] timerqueue_add
     0.04%  python3.10  [kernel.kallsyms]                         [k] update_curr
     0.04%  python3.10  [kernel.kallsyms]                         [k] syscall_return_via_sysret
     0.04%  python3.10  [kernel.kallsyms]                         [k] tcp_ack
     0.04%  python3.10  python3.10                                [.] 0x000000000020682b
     0.04%  python3.10  libcrypto.so.3                            [.] 0x0000000000307902
     0.04%  python3.10  [kernel.kallsyms]                         [k] ip_send_check
     0.04%  python3.10  python3.10                                [.] 0x000000000006fb94
     0.04%  python3.10  python3.10                                [.] 0x00000000001894b1
     0.04%  python3.10  python3.10                                [.] 0x0000000000206b94
     0.04%  python3.10  python3.10                                [.] 0x000000000018c00b
     0.04%  python3.10  [kernel.kallsyms]                         [k] ctx_sched_in
     0.04%  python3.10  python3.10                                [.] 0x0000000000206c54
     0.04%  python3.10  python3.10                                [.] 0x000000000018d14d
     0.04%  python3.10  python3.10                                [.] 0x000000000016a30c
     0.03%  python3.10  libcrypto.so.3                            [.] 0x0000000000307df1
     0.03%  python3.10  python3.10                                [.] 0x000000000018bfe5
     0.03%  python3.10  python3.10                                [.] 0x000000000011eae7
     0.03%  python3.10  libcrypto.so.3                            [.] 0x0000000000307c1f
     0.03%  python3.10  python3.10                                [.] 0x000000000017c402
     0.03%  python3.10  python3.10                                [.] 0x000000000018d596
     0.03%  python3.10  [kernel.kallsyms]                         [k] update_load_avg
     0.03%  python3.10  python3.10                                [.] 0x00000000002068e6
     0.03%  python3.10  python3.10                                [.] 0x0000000000243814
     0.03%  python3.10  python3.10                                [.] 0x0000000000243819
     0.03%  python3.10  libcrypto.so.3                            [.] 0x000000000030796a
     0.03%  python3.10  [kernel.kallsyms]                         [k] __intel_pmu_enable_all.constprop.0
     0.03%  python3.10  python3.10                                [.] 0x000000000018d064
     0.03%  python3.10  python3.10                                [.] 0x000000000020685f
     0.03%  python3.10  [kernel.kallsyms]                         [k] __put_user_nocheck_8
     0.03%  python3.10  python3.10                                [.] PyTraceBack_Here
     0.03%  python3.10  python3.10                                [.] 0x0000000000242cc0
     0.03%  python3.10  python3.10                                [.] 0x0000000000133a4c
     0.03%  python3.10  python3.10                                [.] 0x0000000000295229
     0.03%  python3.10  python3.10                                [.] 0x0000000000188d90
     0.03%  python3.10  python3.10                                [.] 0x000000000018d59d
     0.03%  python3.10  python3.10                                [.] 0x0000000000206742
     0.03%  python3.10  [kernel.kallsyms]                         [k] hrtimer_start_range_ns
     0.03%  python3.10  python3.10                                [.] 0x0000000000122913
     0.03%  python3.10  python3.10                                [.] 0x00000000001d48e1
     0.03%  python3.10  python3.10                                [.] 0x0000000000151ef4
     0.03%  python3.10  [kernel.kallsyms]                         [k] switch_fpu_return
     0.02%  python3.10  python3.10                                [.] 0x0000000000206b1f
     0.02%  python3.10  libcrypto.so.3                            [.] 0x0000000000307571
     0.02%  python3.10  python3.10                                [.] 0x000000000011eafb
     0.02%  python3.10  [kernel.kallsyms]                         [k] tcp_poll
     0.02%  python3.10  libc.so.6                                 [.] 0x0000000000199efd
     0.02%  python3.10  python3.10                                [.] 0x0000000000188e99
     0.02%  python3.10  [kernel.kallsyms]                         [k] poll_select_set_timeout
     0.02%  python3.10  [kernel.kallsyms]                         [k] __perf_event_task_sched_in
     0.02%  python3.10  python3.10                                [.] 0x0000000000296fcd
     0.02%  python3.10  python3.10                                [.] 0x0000000000122827
     0.02%  python3.10  python3.10                                [.] 0x0000000000206bf5
     0.02%  python3.10  python3.10                                [.] 0x0000000000206d04
     0.02%  python3.10  [kernel.kallsyms]                         [k] ktime_get_ts64
     0.02%  python3.10  python3.10                                [.] 0x0000000000152302
     0.02%  python3.10  [kernel.kallsyms]                         [k] __calc_delta
     0.02%  python3.10  [kernel.kallsyms]                         [k] cgroup_rstat_updated
     0.02%  python3.10  [kernel.kallsyms]                         [k] do_syscall_64
     0.02%  python3.10  [kernel.kallsyms]                         [k] exit_to_user_mode_loop
     0.02%  python3.10  python3.10                                [.] 0x000000000029b689
     0.02%  python3.10  python3.10                                [.] 0x0000000000137ac9
     0.02%  python3.10  python3.10                                [.] 0x000000000017f981
     0.02%  python3.10  python3.10                                [.] 0x000000000018d6f5
     0.02%  python3.10  python3.10                                [.] 0x000000000015232f
     0.02%  python3.10  [kernel.kallsyms]                         [k] get_nohz_timer_target
     0.02%  python3.10  python3.10                                [.] _PyTime_GetMonotonicClock
     0.02%  python3.10  python3.10                                [.] 0x000000000024382d
     0.02%  python3.10  [kernel.kallsyms]                         [k] psi_task_switch
     0.02%  python3.10  python3.10                                [.] 0x000000000017c3bb
     0.02%  python3.10  python3.10                                [.] 0x000000000020beee
     0.01%  python3.10  python3.10                                [.] 0x0000000000206bee
     0.01%  python3.10  python3.10                                [.] 0x0000000000206c77
     0.01%  python3.10  [kernel.kallsyms]                         [k] tcp_delack_timer_handler
     0.01%  python3.10  python3.10                                [.] 0x0000000000188d00
     0.01%  python3.10  libcrypto.so.3                            [.] 0x000000000030733e
     0.01%  python3.10  libc.so.6                                 [.] 0x0000000000199ee0
     0.01%  python3.10  libc.so.6                                 [.] __strncpy_sse2_unaligned
     0.01%  python3.10  python3.10                                [.] 0x000000000020beb4
     0.01%  python3.10  libcrypto.so.3                            [.] 0x00000000003082ab
     0.01%  python3.10  [kernel.kallsyms]                         [k] tcp_recvmsg
     0.01%  python3.10  python3.10                                [.] 0x000000000015ffe6
     0.01%  python3.10  python3.10                                [.] 0x00000000001d494a
     0.01%  python3.10  python3.10                                [.] PyObject_RichCompare
     0.01%  python3.10  python3.10                                [.] PyEval_RestoreThread
     0.01%  python3.10  [kernel.kallsyms]                         [k] dequeue_entity
     0.01%  python3.10  [kernel.kallsyms]                         [k] cubictcp_acked
     0.01%  python3.10  [kernel.kallsyms]                         [k] do_vfs_ioctl
     0.01%  python3.10  [kernel.kallsyms]                         [k] cpuacct_charge
     0.01%  python3.10  [kernel.kallsyms]                         [k] sock_poll
     0.01%  python3.10  python3.10                                [.] 0x0000000000070934
     0.01%  python3.10  python3.10                                [.] 0x000000000015fa86
     0.01%  python3.10  python3.10                                [.] 0x000000000020bee1
     0.01%  python3.10  [kernel.kallsyms]                         [k] hash_futex
     0.01%  python3.10  [kernel.kallsyms]                         [k] read_tsc
     0.01%  python3.10  python3.10                                [.] 0x0000000000152305
     0.01%  python3.10  [kernel.kallsyms]                         [k] reweight_entity
     0.01%  python3.10  [kernel.kallsyms]                         [k] dequeue_task
     0.01%  python3.10  [kernel.kallsyms]                         [k] __get_user_8
     0.01%  python3.10  [kernel.kallsyms]                         [k] rcu_note_context_switch
     0.01%  python3.10  [kernel.kallsyms]                         [k] ttwu_queue_wakelist
     0.01%  python3.10  python3.10                                [.] 0x000000000006fbb0
     0.01%  python3.10  python3.10                                [.] 0x0000000000167e17
     0.01%  python3.10  python3.10                                [.] 0x00000000002eaa1e
     0.01%  python3.10  [kernel.kallsyms]                         [k] tcp_clean_rtx_queue.constprop.0
     0.01%  python3.10  [kernel.kallsyms]                         [k] sched_clock_cpu
     0.01%  python3.10  libc.so.6                                 [.] __stpncpy_sse2_unaligned
     0.01%  python3.10  python3.10                                [.] 0x0000000000160007
     0.01%  python3.10  [kernel.kallsyms]                         [k] rb_first
     0.01%  python3.10  python3.10                                [.] 0x00000000001d93c0
     0.01%  python3.10  libc.so.6                                 [.] 0x00000000001a11ef
     0.01%  python3.10  python3.10                                [.] 0x000000000012290a
     0.01%  python3.10  python3.10                                [.] 0x0000000000198e4d
     0.01%  python3.10  _hashlib.cpython-310-x86_64-linux-gnu.so  [.] 0x00000000000076c4
     0.01%  python3.10  python3.10                                [.] 0x000000000015c5f4
     0.01%  python3.10  [kernel.kallsyms]                         [k] __skb_clone
     0.01%  python3.10  python3.10                                [.] 0x00000000002d0480
     0.01%  python3.10  [kernel.kallsyms]                         [k] arch_perf_update_userpage
     0.01%  python3.10  python3.10                                [.] 0x000000000018d0d2
     0.01%  python3.10  python3.10                                [.] 0x0000000000178d64
     0.01%  python3.10  python3.10                                [.] 0x0000000000294f08
     0.01%  python3.10  python3.10                                [.] 0x0000000000188d07
     0.01%  python3.10  python3.10                                [.] 0x00000000001d48f3
     0.01%  python3.10  python3.10                                [.] 0x0000000000206c5f
     0.01%  python3.10  python3.10                                [.] 0x000000000018d098
     0.01%  python3.10  python3.10                                [.] 0x00000000001a30d8
     0.01%  python3.10  python3.10                                [.] 0x00000000001d4908
     0.00%  python3.10  [kernel.kallsyms]                         [k] __slab_free
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000308210
     0.00%  python3.10  python3.10                                [.] 0x0000000000189083
     0.00%  python3.10  python3.10                                [.] 0x0000000000137a99
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000307e55
     0.00%  python3.10  python3.10                                [.] 0x000000000017c393
     0.00%  python3.10  python3.10                                [.] 0x00000000002775dd
     0.00%  python3.10  [kernel.kallsyms]                         [k] memcg_slab_free_hook
     0.00%  python3.10  libc.so.6                                 [.] 0x0000000000199f01
     0.00%  python3.10  [kernel.kallsyms]                         [k] x86_pmu_enable
     0.00%  python3.10  libcrypto.so.3                            [.] 0x00000000003074fb
     0.00%  python3.10  python3.10                                [.] 0x000000000018d091
     0.00%  python3.10  [kernel.kallsyms]                         [k] tcp_rcv_established
     0.00%  python3.10  python3.10                                [.] 0x000000000017c3ac
     0.00%  python3.10  python3.10                                [.] 0x0000000000241480
     0.00%  python3.10  [kernel.kallsyms]                         [k] rcu_segcblist_accelerate
     0.00%  python3.10  [kernel.kallsyms]                         [k] task_h_load
     0.00%  python3.10  [kernel.kallsyms]                         [k] __tcp_transmit_skb
     0.00%  python3.10  libcrypto.so.3                            [.] 0x00000000003080c4
     0.00%  python3.10  python3.10                                [.] 0x0000000000121590
     0.00%  python3.10  libcrypto.so.3                            [.] 0x000000000030740f
     0.00%  python3.10  python3.10                                [.] 0x000000000017409d
     0.00%  python3.10  [kernel.kallsyms]                         [k] kmem_cache_alloc_node
     0.00%  python3.10  [kernel.kallsyms]                         [k] scheduler_tick
     0.00%  python3.10  [kernel.kallsyms]                         [k] tcp_mtu_probe
     0.00%  python3.10  [kernel.kallsyms]                         [k] run_timer_softirq
     0.00%  python3.10  libcrypto.so.3                            [.] 0x00000000003074bd
     0.00%  python3.10  python3.10                                [.] 0x00000000001228b7
     0.00%  python3.10  python3.10                                [.] 0x000000000015efea
     0.00%  python3.10  python3.10                                [.] PyType_GenericAlloc
     0.00%  python3.10  [kernel.kallsyms]                         [k] intel_pmu_enable_all
     0.00%  python3.10  libc.so.6                                 [.] 0x0000000000198ac4
     0.00%  python3.10  [kernel.kallsyms]                         [k] __note_gp_changes
     0.00%  python3.10  [kernel.kallsyms]                         [k] try_to_wake_up
     0.00%  python3.10  [kernel.kallsyms]                         [k] lapic_next_deadline
     0.00%  python3.10  python3.10                                [.] 0x000000000018d7ed
     0.00%  python3.10  python3.10                                [.] 0x000000000018d4b6
     0.00%  python3.10  [kernel.kallsyms]                         [k] tcp_sendmsg_locked
     0.00%  python3.10  python3.10                                [.] 0x000000000018d1c1
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000308088
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000303a80
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000308322
     0.00%  python3.10  [kernel.kallsyms]                         [k] generic_smp_call_function_single_interrupt
     0.00%  python3.10  python3.10                                [.] 0x00000000001796a9
     0.00%  python3.10  [kernel.kallsyms]                         [k] irq_exit_rcu
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_event_groups_first
     0.00%  python3.10  libc.so.6                                 [.] 0x0000000000199c12
     0.00%  python3.10  python3.10                                [.] 0x000000000018c04e
     0.00%  python3.10  python3.10                                [.] 0x0000000000206bcd
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_mux_hrtimer_handler
     0.00%  python3.10  [kernel.kallsyms]                         [k] security_sock_rcv_skb
     0.00%  python3.10  python3.10                                [.] 0x0000000000127f59
     0.00%  python3.10  python3.10                                [.] 0x0000000000133a75
     0.00%  python3.10  python3.10                                [.] 0x0000000000179c02
     0.00%  python3.10  python3.10                                [.] 0x0000000000293f88
     0.00%  python3.10  [kernel.kallsyms]                         [k] __cgroup_bpf_run_filter_skb
     0.00%  python3.10  [kernel.kallsyms]                         [k] syscall_exit_to_user_mode
     0.00%  python3.10  python3.10                                [.] 0x0000000000128090
     0.00%  python3.10  python3.10                                [.] 0x000000000018bf89
     0.00%  python3.10  python3.10                                [.] 0x000000000018c089
     0.00%  python3.10  _hashlib.cpython-310-x86_64-linux-gnu.so  [.] 0x0000000000006e62
     0.00%  python3.10  libc.so.6                                 [.] 0x0000000000199f0e
     0.00%  python3.10  python3.10                                [.] 0x000000000015e11f
     0.00%  python3.10  python3.10                                [.] 0x000000000017c418
     0.00%  python3.10  python3.10                                [.] 0x000000000018bfad
     0.00%  python3.10  python3.10                                [.] 0x000000000018d121
     0.00%  python3.10  python3.10                                [.] 0x000000000018d525
     0.00%  python3.10  python3.10                                [.] 0x000000000020bea6
     0.00%  python3.10  python3.10                                [.] 0x000000000027742c
     0.00%  python3.10  python3.10                                [.] 0x0000000000293e7e
     0.00%  python3.10  [vdso]                                    [.] 0x00000000000006ea
     0.00%  python3.10  libc.so.6                                 [.] __vstrfmon_l_internal
     0.00%  python3.10  libc.so.6                                 [.] 0x0000000000199ce8
     0.00%  python3.10  python3.10                                [.] 0x0000000000137a96
     0.00%  python3.10  python3.10                                [.] 0x0000000000137b0e
     0.00%  python3.10  python3.10                                [.] 0x0000000000179584
     0.00%  python3.10  python3.10                                [.] 0x0000000000206970
     0.00%  python3.10  libc.so.6                                 [.] __GI___strncasecmp_l_sse2
     0.00%  python3.10  libc.so.6                                 [.] __res_context_send
     0.00%  python3.10  libc.so.6                                 [.] 0x0000000000199ce0
     0.00%  python3.10  libcrypto.so.3                            [.] 0x000000000030732c
     0.00%  python3.10  python3.10                                [.] 0x000000000017c6dc
     0.00%  python3.10  python3.10                                [.] 0x000000000017f7b7
     0.00%  python3.10  python3.10                                [.] 0x000000000018947b
     0.00%  python3.10  [kernel.kallsyms]                         [k] restore_fpregs_from_fpstate
     0.00%  python3.10  libcrypto.so.3                            [.] EVP_MD_free
     0.00%  python3.10  python3.10                                [.] 0x000000000011d4fc
     0.00%  python3.10  python3.10                                [.] 0x00000000001338a0
     0.00%  python3.10  python3.10                                [.] 0x00000000001433ba
     0.00%  python3.10  python3.10                                [.] 0x0000000000294254
     0.00%  python3.10  [kernel.kallsyms]                         [k] clear_buddies
     0.00%  python3.10  [kernel.kallsyms]                         [k] fput_many
     0.00%  python3.10  [kernel.kallsyms]                         [k] ktime_get
     0.00%  python3.10  libcrypto.so.3                            [.] 0x000000000030820a
     0.00%  python3.10  python3.10                                [.] 0x0000000000137a88
     0.00%  python3.10  python3.10                                [.] 0x0000000000140a88
     0.00%  python3.10  python3.10                                [.] 0x000000000014f6d4
     0.00%  python3.10  python3.10                                [.] 0x000000000017a8a3
     0.00%  python3.10  python3.10                                [.] 0x0000000000294f49
     0.00%  python3.10  [kernel.kallsyms]                         [k] _raw_spin_lock_bh
     0.00%  python3.10  python3.10                                [.] _Py_Dealloc
     0.00%  python3.10  python3.10                                [.] 0x0000000000122834
     0.00%  python3.10  python3.10                                [.] 0x00000000001522f9
     0.00%  python3.10  python3.10                                [.] 0x000000000018bf82
     0.00%  python3.10  python3.10                                [.] 0x00000000001d4951
     0.00%  python3.10  python3.10                                [.] 0x0000000000294f9e
     0.00%  python3.10  libc.so.6                                 [.] 0x0000000000199f08
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a0975
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a1147
     0.00%  python3.10  libcrypto.so.3                            [.] CRYPTO_zalloc
     0.00%  python3.10  libcrypto.so.3                            [.] 0x000000000030777b
     0.00%  python3.10  python3.10                                [.] 0x000000000012262d
     0.00%  python3.10  python3.10                                [.] 0x0000000000137a66
     0.00%  python3.10  python3.10                                [.] 0x0000000000151e5f
     0.00%  python3.10  python3.10                                [.] 0x0000000000151f43
     0.00%  python3.10  python3.10                                [.] 0x0000000000152369
     0.00%  python3.10  python3.10                                [.] 0x000000000017f876
     0.00%  python3.10  python3.10                                [.] 0x000000000017f965
     0.00%  python3.10  python3.10                                [.] 0x000000000018d631
     0.00%  python3.10  [kernel.kallsyms]                         [k] tcp_current_mss
     0.00%  python3.10  [kernel.kallsyms]                         [k] tcp_wfree
     0.00%  python3.10  libc.so.6                                 [.] 0x000000000019d981
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a0984
     0.00%  python3.10  libcrypto.so.3                            [.] 0x000000000030721c
     0.00%  python3.10  python3.10                                [.] 0x000000000011b3e3
     0.00%  python3.10  python3.10                                [.] 0x000000000012285d
     0.00%  python3.10  python3.10                                [.] 0x000000000012288b
     0.00%  python3.10  python3.10                                [.] 0x00000000001280a5
     0.00%  python3.10  python3.10                                [.] 0x000000000013fd1f
     0.00%  python3.10  python3.10                                [.] 0x000000000015b210
     0.00%  python3.10  python3.10                                [.] 0x000000000015c5b6
     0.00%  python3.10  python3.10                                [.] 0x0000000000179570
     0.00%  python3.10  python3.10                                [.] 0x000000000017c384
     0.00%  python3.10  python3.10                                [.] 0x00000000001893e8
     0.00%  python3.10  python3.10                                [.] 0x000000000018d51f
     0.00%  python3.10  python3.10                                [.] 0x0000000000287060
     0.00%  python3.10  [kernel.kallsyms]                         [k] __tcp_select_window
     0.00%  python3.10  [kernel.kallsyms]                         [k] ip_rcv
     0.00%  python3.10  [kernel.kallsyms]                         [k] psi_task_change
     0.00%  python3.10  [kernel.kallsyms]                         [k] rb_insert_color
     0.00%  python3.10  [kernel.kallsyms]                         [k] xmit_one.constprop.0
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a094d
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000308004
     0.00%  python3.10  python3.10                                [.] PyObject_GetBuffer
     0.00%  python3.10  python3.10                                [.] 0x00000000000cfa53
     0.00%  python3.10  python3.10                                [.] 0x000000000011eac5
     0.00%  python3.10  python3.10                                [.] 0x0000000000122854
     0.00%  python3.10  python3.10                                [.] 0x00000000001228c3
     0.00%  python3.10  python3.10                                [.] 0x0000000000137b7b
     0.00%  python3.10  python3.10                                [.] 0x0000000000178cf3
     0.00%  python3.10  python3.10                                [.] 0x000000000017c410
     0.00%  python3.10  python3.10                                [.] 0x0000000000188dec
     0.00%  python3.10  python3.10                                [.] 0x0000000000188e17
     0.00%  python3.10  python3.10                                [.] 0x0000000000188ec0
     0.00%  python3.10  python3.10                                [.] 0x000000000020691d
     0.00%  python3.10  python3.10                                [.] 0x000000000020bf48
     0.00%  python3.10  python3.10                                [.] 0x00000000002773f8
     0.00%  python3.10  python3.10                                [.] 0x000000000027761c
     0.00%  python3.10  [kernel.kallsyms]                         [k] check_preempt_wakeup
     0.00%  python3.10  [kernel.kallsyms]                         [k] cubictcp_cwnd_event
     0.00%  python3.10  [kernel.kallsyms]                         [k] tcp_v4_rcv
     0.00%  python3.10  libc.so.6                                 [.] 0x0000000000199ef5
     0.00%  python3.10  python3.10                                [.] PySequence_List
     0.00%  python3.10  python3.10                                [.] _PyNumber_Index
     0.00%  python3.10  python3.10                                [.] 0x0000000000127ff7
     0.00%  python3.10  python3.10                                [.] 0x0000000000137af0
     0.00%  python3.10  python3.10                                [.] 0x0000000000137bc7
     0.00%  python3.10  python3.10                                [.] 0x0000000000150836
     0.00%  python3.10  python3.10                                [.] 0x000000000015b568
     0.00%  python3.10  python3.10                                [.] 0x0000000000173da9
     0.00%  python3.10  python3.10                                [.] 0x0000000000179553
     0.00%  python3.10  python3.10                                [.] 0x000000000017961b
     0.00%  python3.10  python3.10                                [.] 0x0000000000179620
     0.00%  python3.10  python3.10                                [.] 0x000000000017c386
     0.00%  python3.10  python3.10                                [.] 0x000000000017c651
     0.00%  python3.10  python3.10                                [.] 0x00000000001894ba
     0.00%  python3.10  python3.10                                [.] 0x000000000018bfef
     0.00%  python3.10  python3.10                                [.] 0x000000000018d068
     0.00%  python3.10  python3.10                                [.] 0x000000000018d15e
     0.00%  python3.10  python3.10                                [.] 0x000000000018d17a
     0.00%  python3.10  python3.10                                [.] 0x000000000018d21a
     0.00%  python3.10  python3.10                                [.] 0x000000000018d960
     0.00%  python3.10  python3.10                                [.] 0x00000000001b63ec
     0.00%  python3.10  python3.10                                [.] 0x00000000001d3c20
     0.00%  python3.10  python3.10                                [.] 0x00000000001d4921
     0.00%  python3.10  python3.10                                [.] 0x0000000000293e7a
     0.00%  python3.10  python3.10                                [.] 0x0000000000293eb1
     0.00%  python3.10  python3.10                                [.] 0x0000000000294eb1


# Samples: 5K of event 'branch'
# Event count (approx.): 158634999
#
# Overhead  Command     Shared Object                             Symbol                                        
# ........  ..........  ........................................  ..............................................
#
    26.35%  python3.10  python3.10                                [.] _PyEval_EvalFrameDefault
     4.42%  python3.10  python3.10                                [.] _PyObject_MakeTpCall
     2.43%  python3.10  python3.10                                [.] _PyUnicode_JoinArray
     2.43%  python3.10  python3.10                                [.] 0x00000000001d4961
     1.72%  python3.10  python3.10                                [.] PyLong_FromString
     1.68%  python3.10  python3.10                                [.] PyList_Append
     1.16%  python3.10  python3.10                                [.] 0x000000000015effa
     1.15%  python3.10  python3.10                                [.] 0x00000000001b640a
     1.04%  python3.10  [kernel.kallsyms]                         [k] psi_group_change
     0.99%  python3.10  python3.10                                [.] 0x000000000015b546
     0.88%  python3.10  python3.10                                [.] 0x000000000015f000
     0.87%  python3.10  python3.10                                [.] 0x00000000001b63e8
     0.83%  python3.10  python3.10                                [.] 0x000000000018d589
     0.72%  python3.10  python3.10                                [.] 0x000000000017f87a
     0.66%  python3.10  python3.10                                [.] 0x0000000000127f5d
     0.65%  python3.10  python3.10                                [.] 0x0000000000188e95
     0.51%  python3.10  python3.10                                [.] 0x00000000001d495d
     0.51%  python3.10  libc.so.6                                 [.] ____wcstof_l_internal
     0.49%  python3.10  libc.so.6                                 [.] re_search_internal
     0.48%  python3.10  python3.10                                [.] 0x0000000000127f54
     0.47%  python3.10  python3.10                                [.] _PyUnicode_InsertThousandsGrouping
     0.45%  python3.10  python3.10                                [.] 0x00000000001732ee
     0.45%  python3.10  python3.10                                [.] 0x0000000000188de8
     0.44%  python3.10  python3.10                                [.] 0x000000000015ef78
     0.42%  python3.10  python3.10                                [.] 0x000000000017c3fc
     0.41%  python3.10  python3.10                                [.] 0x0000000000188e69
     0.40%  python3.10  python3.10                                [.] 0x000000000015efc7
     0.40%  python3.10  python3.10                                [.] 0x00000000001795d6
     0.38%  python3.10  python3.10                                [.] 0x000000000017958b
     0.37%  python3.10  python3.10                                [.] 0x0000000000137b1b
     0.37%  python3.10  python3.10                                [.] 0x000000000015efdc
     0.36%  python3.10  python3.10                                [.] 0x00000000001598cd
     0.35%  python3.10  python3.10                                [.] 0x000000000018c00b
     0.35%  python3.10  python3.10                                [.] 0x000000000018d155
     0.35%  python3.10  python3.10                                [.] 0x0000000000188e88
     0.34%  python3.10  python3.10                                [.] 0x0000000000137a66
     0.31%  python3.10  libc.so.6                                 [.] __strncat_sse2_unaligned
     0.31%  python3.10  python3.10                                [.] 0x0000000000174090
     0.31%  python3.10  python3.10                                [.] 0x000000000015b500
     0.29%  python3.10  python3.10                                [.] 0x00000000001b63ff
     0.29%  python3.10  python3.10                                [.] 0x0000000000122820
     0.28%  python3.10  python3.10                                [.] 0x000000000018d066
     0.28%  python3.10  python3.10                                [.] 0x0000000000188d90
     0.27%  python3.10  python3.10                                [.] 0x000000000017953a
     0.27%  python3.10  python3.10                                [.] 0x000000000017c3f8
     0.27%  python3.10  libc.so.6                                 [.] parse_expression
     0.27%  python3.10  python3.10                                [.] 0x000000000020bec2
     0.27%  python3.10  python3.10                                [.] 0x00000000001d48d6
     0.26%  python3.10  python3.10                                [.] _PyUnicodeWriter_PrepareInternal
     0.24%  python3.10  python3.10                                [.] 0x000000000018d0d9
     0.24%  python3.10  python3.10                                [.] 0x000000000018d596
     0.24%  python3.10  python3.10                                [.] 0x0000000000070990
     0.24%  python3.10  python3.10                                [.] 0x00000000001d4955
     0.23%  python3.10  python3.10                                [.] 0x0000000000188e99
