# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 8K of event 'cycles'
# Event count (approx.): 3644469081
#
# Overhead  Command     Shared Object      Symbol                                      
# ........  ..........  .................  ............................................
#
     0.00%  python3.10  python3.10            [.] _PyStack_AsDict
     0.00%  python3.10  [kernel.kallsyms]     [k] native_write_msr
     0.00%  python3.10  [kernel.kallsyms]     [k] clear_buddies
     0.00%  python3.10  [kernel.kallsyms]     [k] sched_clock_cpu
     0.00%  python3.10  [kernel.kallsyms]     [k] x86_pmu_enable
     0.00%  python3.10  [kernel.kallsyms]     [k] intel_pmu_enable_all
     0.00%  python3.10  [kernel.kallsyms]     [k] copy_page
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_mux_hrtimer_handler
     0.00%  python3.10  python3.10            [.] _PyErr_NormalizeException
     0.00%  python3.10  [kernel.kallsyms]     [k] syscall_exit_to_user_mode
     0.00%  python3.10  python3.10            [.] 0x000000000015bb20


# Samples: 6K of event 'branch'
# Event count (approx.): 631725479
#
# Overhead  Command     Shared Object      Symbol                                   
# ........  ..........  .................  .........................................
#
    82.37%  python3.10  python3.10         [.] _PyEval_EvalFrameDefault
     3.07%  python3.10  python3.10         [.] 0x000000000012161a
     1.75%  python3.10  python3.10         [.] 0x0000000000121590
     0.86%  python3.10  python3.10         [.] 0x0000000000121605
     0.84%  python3.10  python3.10         [.] 0x0000000000121613
     0.71%  python3.10  python3.10         [.] 0x00000000001215c4
     0.70%  python3.10  python3.10         [.] 0x0000000000121737
     0.59%  python3.10  python3.10         [.] 0x0000000000121730
     0.58%  python3.10  python3.10         [.] 0x0000000000121676
     0.54%  python3.10  python3.10         [.] 0x000000000012159b
     0.52%  python3.10  python3.10         [.] 0x0000000000121679
     0.47%  python3.10  python3.10         [.] 0x000000000012160b
     0.39%  python3.10  python3.10         [.] 0x00000000001215a3
     0.37%  python3.10  python3.10         [.] 0x000000000012167d
     0.32%  python3.10  [kernel.kallsyms]  [k] psi_group_change
     0.25%  python3.10  python3.10         [.] 0x00000000001215ab
     0.20%  python3.10  python3.10         [.] 0x0000000000121596
     0.15%  python3.10  python3.10         [.] 0x00000000001215a7
     0.14%  python3.10  python3.10         [.] 0x0000000000121677
     0.14%  python3.10  python3.10         [.] 0x00000000001215dc
     0.14%  python3.10  python3.10         [.] 0x00000000001215e9
     0.13%  python3.10  python3.10         [.] 0x000000000012167b
     0.13%  python3.10  python3.10         [.] _PyObject_MakeTpCall
     0.11%  python3.10  python3.10         [.] 0x0000000000121734
     0.09%  python3.10  python3.10         [.] 0x000000000012167f
     0.08%  python3.10  python3.10         [.] 0x00000000001215a0
     0.08%  python3.10  python3.10         [.] 0x00000000001215cb
     0.08%  python3.10  python3.10         [.] _PyUnicode_JoinArray
     0.08%  python3.10  [kernel.kallsyms]  [k] merge_sched_in
     0.07%  python3.10  python3.10         [.] 0x000000000012166e
     0.07%  python3.10  python3.10         [.] 0x00000000001215bc
     0.07%  python3.10  python3.10         [.] 0x00000000001215e5
     0.07%  python3.10  [kernel.kallsyms]  [k] visit_groups_merge.constprop.0.isra.0
     0.06%  python3.10  python3.10         [.] 0x0000000000121616
     0.06%  python3.10  [kernel.kallsyms]  [k] zap_pte_range
     0.06%  python3.10  python3.10         [.] 0x00000000001215f2
     0.06%  python3.10  [kernel.kallsyms]  [k] __schedule
     0.05%  python3.10  libc.so.6          [.] ____wcstold_l_internal
     0.05%  python3.10  [kernel.kallsyms]  [k] perf_event_groups_insert
     0.05%  python3.10  libc.so.6          [.] ____wcstof_l_internal
     0.05%  python3.10  python3.10         [.] 0x000000000012160f
     0.05%  python3.10  [kernel.kallsyms]  [k] ctx_sched_in
     0.05%  python3.10  [kernel.kallsyms]  [k] event_sched_in
     0.05%  python3.10  [kernel.kallsyms]  [k] kfree
     0.05%  python3.10  [kernel.kallsyms]  [k] psi_task_change
     0.04%  python3.10  python3.10         [.] 0x0000000000127f5d
     0.04%  python3.10  [kernel.kallsyms]  [k] kmem_cache_alloc_node_trace
     0.04%  python3.10  libc.so.6          [.] __strcat_ssse3
     0.04%  python3.10  python3.10         [.] 0x00000000001215d8
     0.04%  python3.10  python3.10         [.] 0x00000000001215e2
     0.04%  python3.10  python3.10         [.] 0x000000000015efdc
     0.04%  python3.10  [kernel.kallsyms]  [k] update_load_avg
     0.04%  python3.10  [kernel.kallsyms]  [k] perf_pmu_nop_int
     0.03%  python3.10  python3.10         [.] PyList_Append
     0.03%  python3.10  [kernel.kallsyms]  [k] kmem_cache_alloc_node
     0.03%  python3.10  python3.10         [.] 0x00000000001215f7
     0.03%  python3.10  [kernel.kallsyms]  [k] psi_task_switch
     0.03%  python3.10  [kernel.kallsyms]  [k] rb_next
     0.03%  python3.10  [kernel.kallsyms]  [k] perf_event_alloc
     0.03%  python3.10  [kernel.kallsyms]  [k] memcg_slab_free_hook
     0.03%  python3.10  [kernel.kallsyms]  [k] should_failslab
     0.03%  python3.10  python3.10         [.] 0x0000000000121600
     0.03%  python3.10  python3.10         [.] 0x00000000001d4961
     0.03%  python3.10  [kernel.kallsyms]  [k] __update_load_avg_se
     0.03%  python3.10  [kernel.kallsyms]  [k] ktime_add_safe
     0.02%  python3.10  python3.10         [.] 0x000000000015ef86
     0.02%  python3.10  [kernel.kallsyms]  [k] do_syscall_64
     0.02%  python3.10  [kernel.kallsyms]  [k] x86_setup_perfctr
     0.02%  python3.10  [kernel.kallsyms]  [k] memset_erms
     0.02%  python3.10  [kernel.kallsyms]  [k] __srcu_read_lock
     0.02%  python3.10  [kernel.kallsyms]  [k] dequeue_task_fair
     0.02%  python3.10  [kernel.kallsyms]  [k] _raw_spin_lock
     0.02%  python3.10  python3.10         [.] 0x000000000011b514
     0.02%  python3.10  python3.10         [.] _PyObject_GenericSetAttrWithDict
     0.02%  python3.10  [kernel.kallsyms]  [k] __calc_delta
     0.02%  python3.10  python3.10         [.] 0x00000000001795ed
     0.02%  python3.10  python3.10         [.] PyMem_RawFree
     0.02%  python3.10  [kernel.kallsyms]  [k] clear_buddies
     0.02%  python3.10  [kernel.kallsyms]  [k] __next_timer_interrupt
     0.02%  python3.10  python3.10         [.] 0x00000000001795d6
     0.02%  python3.10  libc.so.6          [.] __memmove_sse2_unaligned_erms
     0.02%  python3.10  [kernel.kallsyms]  [k] __get_user_8
     0.02%  python3.10  [kernel.kallsyms]  [k] __hrtimer_next_event_base
     0.02%  python3.10  [kernel.kallsyms]  [k] update_min_vruntime
     0.02%  python3.10  python3.10         [.] 0x000000000011b491
     0.02%  python3.10  [kernel.kallsyms]  [k] hsw_hw_config
     0.02%  python3.10  python3.10         [.] 0x0000000000121628
     0.02%  python3.10  python3.10         [.] 0x000000000015b546
     0.02%  python3.10  python3.10         [.] 0x000000000028e0a9
     0.02%  python3.10  [kernel.kallsyms]  [k] __mod_lruvec_state
     0.02%  python3.10  [kernel.kallsyms]  [k] pick_next_entity
     0.02%  python3.10  [kernel.kallsyms]  [k] x86_pmu_disable
     0.02%  python3.10  python3.10         [.] 0x000000000015b541
     0.02%  python3.10  [kernel.kallsyms]  [k] hrtimer_start_range_ns
     0.02%  python3.10  [kernel.kallsyms]  [k] rb_insert_color
     0.02%  python3.10  [kernel.kallsyms]  [k] native_sched_clock
     0.02%  python3.10  [kernel.kallsyms]  [k] perf_event_groups_first
     0.02%  python3.10  python3.10         [.] 0x0000000000174090
     0.02%  python3.10  python3.10         [.] _PyObject_GenericGetAttrWithDict
     0.02%  python3.10  python3.10         [.] 0x000000000018d589
     0.02%  python3.10  python3.10         [.] _PyObject_GetMethod
     0.02%  python3.10  python3.10         [.] 0x000000000015ef70
     0.02%  python3.10  [kernel.kallsyms]  [k] update_sg_wakeup_stats
     0.02%  python3.10  [kernel.kallsyms]  [k] kmem_cache_alloc_trace
     0.02%  python3.10  [kernel.kallsyms]  [k] intel_get_event_constraints
     0.02%  python3.10  python3.10         [.] 0x0000000000188ef6
     0.02%  python3.10  python3.10         [.] 0x000000000020674f
     0.01%  python3.10  python3.10         [.] PyObject_SetAttr
     0.01%  python3.10  [kernel.kallsyms]  [k] x86_pmu_event_init
     0.01%  python3.10  [kernel.kallsyms]  [k] perf_try_init_event
     0.01%  python3.10  [kernel.kallsyms]  [k] x86_reserve_hardware
     0.01%  python3.10  [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     0.01%  python3.10  [kernel.kallsyms]  [k] arch_perf_update_userpage
     0.01%  python3.10  python3.10         [.] PyUnicode_FromFormatV
     0.01%  python3.10  [kernel.kallsyms]  [k] inherit_task_group.isra.0
     0.01%  python3.10  python3.10         [.] 0x0000000000188dd7
     0.01%  python3.10  [kernel.kallsyms]  [k] alloc_vmap_area
     0.01%  python3.10  [kernel.kallsyms]  [k] exit_to_user_mode_loop
     0.01%  python3.10  [kernel.kallsyms]  [k] perf_event_task_output
     0.01%  python3.10  [kernel.kallsyms]  [k] perf_swevent_add
     0.01%  python3.10  [kernel.kallsyms]  [k] schedule
     0.01%  python3.10  [kernel.kallsyms]  [k] page_remove_rmap
     0.01%  python3.10  [kernel.kallsyms]  [k] __x64_sys_futex
     0.01%  python3.10  python3.10         [.] 0x0000000000121667
     0.01%  python3.10  [kernel.kallsyms]  [k] __alloc_pages
     0.01%  python3.10  python3.10         [.] 0x00000000002774c1
     0.01%  python3.10  python3.10         [.] 0x000000000015c5ec
     0.01%  python3.10  python3.10         [.] 0x000000000012290a
     0.01%  python3.10  python3.10         [.] 0x000000000015e119
     0.01%  python3.10  [kernel.kallsyms]  [k] allocate_fake_cpuc
     0.01%  python3.10  python3.10         [.] 0x0000000000151eed
     0.01%  python3.10  python3.10         [.] 0x00000000002949da
     0.01%  python3.10  python3.10         [.] _PyObject_LookupSpecial
     0.01%  python3.10  python3.10         [.] 0x0000000000122832
     0.01%  python3.10  python3.10         [.] 0x0000000000293e7a
     0.01%  python3.10  python3.10         [.] 0x0000000000127f54
     0.01%  python3.10  python3.10         [.] 0x00000000001228d1
     0.01%  python3.10  python3.10         [.] _PyUnicodeWriter_PrepareInternal
     0.01%  python3.10  libc.so.6          [.] 0x00000000001a11fe
     0.01%  python3.10  python3.10         [.] 0x000000000012289b
     0.01%  python3.10  python3.10         [.] 0x000000000018d59d
     0.01%  python3.10  [kernel.kallsyms]  [k] __srcu_read_unlock
     0.01%  python3.10  python3.10         [.] 0x000000000018c091
     0.01%  python3.10  python3.10         [.] 0x000000000018d07c
     0.01%  python3.10  python3.10         [.] 0x000000000018d592
     0.01%  python3.10  python3.10         [.] 0x0000000000122826
     0.01%  python3.10  python3.10         [.] 0x00000000001598d1
     0.01%  python3.10  [kernel.kallsyms]  [k] hrtick_update
     0.01%  python3.10  python3.10         [.] 0x000000000012d74d
     0.01%  python3.10  libc.so.6          [.] 0x00000000001a0986
     0.01%  python3.10  python3.10         [.] 0x00000000001732de
     0.01%  python3.10  python3.10         [.] 0x000000000017f860
     0.01%  python3.10  python3.10         [.] PyTraceBack_Here
     0.01%  python3.10  python3.10         [.] 0x000000000018d0d9
     0.01%  python3.10  [kernel.kallsyms]  [k] calc_timer_values
     0.01%  python3.10  python3.10         [.] 0x00000000001215c8
     0.01%  python3.10  [kernel.kallsyms]  [k] intel_pmu_event_map
     0.01%  python3.10  [kernel.kallsyms]  [k] try_charge_memcg
     0.01%  python3.10  python3.10         [.] 0x000000000015efaa
     0.01%  python3.10  python3.10         [.] 0x0000000000188de0
     0.01%  python3.10  python3.10         [.] 0x000000000018c04e
     0.01%  python3.10  python3.10         [.] 0x000000000018d165
     0.01%  python3.10  python3.10         [.] 0x000000000018d740
     0.01%  python3.10  python3.10         [.] 0x00000000002339fb
     0.01%  python3.10  python3.10         [.] 0x00000000002cfed4
     0.01%  python3.10  [kernel.kallsyms]  [k] plist_add
     0.01%  python3.10  [kernel.kallsyms]  [k] perf_event_update_time
     0.01%  python3.10  python3.10         [.] 0x000000000017f965
     0.01%  python3.10  [kernel.kallsyms]  [k] task_fork_fair
     0.01%  python3.10  [kernel.kallsyms]  [k] timerqueue_add
     0.01%  python3.10  [kernel.kallsyms]  [k] update_curr
     0.01%  python3.10  [kernel.kallsyms]  [k] wp_page_copy
     0.01%  python3.10  [kernel.kallsyms]  [k] hrtimer_active
     0.01%  python3.10  python3.10         [.] _PyObject_GC_New
     0.01%  python3.10  python3.10         [.] 0x00000000001440e0
     0.01%  python3.10  libc.so.6          [.] __strncat_ssse3
     0.01%  python3.10  [kernel.kallsyms]  [k] hsw_get_event_constraints
     0.01%  python3.10  python3.10         [.] 0x000000000018d0e4
     0.01%  python3.10  python3.10         [.] 0x000000000012159d
     0.01%  python3.10  [kernel.kallsyms]  [k] rb_erase
     0.01%  python3.10  python3.10         [.] 0x000000000018d0b9
     0.01%  python3.10  [kernel.kallsyms]  [k] update_cfs_group
     0.01%  python3.10  [kernel.kallsyms]  [k] _raw_spin_lock_irqsave
     0.01%  python3.10  python3.10         [.] 0x00000000001740bb
     0.01%  python3.10  python3.10         [.] 0x000000000018d616
     0.01%  python3.10  python3.10         [.] 0x000000000017420b
     0.01%  python3.10  python3.10         [.] 0x000000000017cba0
     0.01%  python3.10  python3.10         [.] 0x0000000000137a60
     0.01%  python3.10  python3.10         [.] 0x0000000000179530
     0.01%  python3.10  libc.so.6          [.] round_and_return
     0.01%  python3.10  python3.10         [.] 0x0000000000188d7f
     0.01%  python3.10  python3.10         [.] PyObject_IsTrue
     0.01%  python3.10  python3.10         [.] 0x0000000000137b05
     0.01%  python3.10  python3.10         [.] 0x0000000000137b7b
     0.01%  python3.10  [kernel.kallsyms]  [k] memcpy_erms
     0.01%  python3.10  [kernel.kallsyms]  [k] cpumask_any_but
     0.01%  python3.10  python3.10         [.] 0x0000000000121635
     0.01%  python3.10  python3.10         [.] 0x00000000001215ed
     0.01%  python3.10  python3.10         [.] 0x000000000018d10c
     0.01%  python3.10  python3.10         [.] 0x00000000001406e0
     0.01%  python3.10  python3.10         [.] 0x00000000002cfed2
     0.01%  python3.10  libc.so.6          [.] 0x000000000019d34c
     0.01%  python3.10  python3.10         [.] 0x000000000016a3b2
     0.01%  python3.10  [kernel.kallsyms]  [k] x86_get_event_constraints
     0.01%  python3.10  python3.10         [.] 0x0000000000175015
     0.01%  python3.10  python3.10         [.] 0x00000000001d495d
     0.01%  python3.10  [kernel.kallsyms]  [k] slab_free_freelist_hook.constprop.0
     0.01%  python3.10  python3.10         [.] PyUnicode_Format
     0.01%  python3.10  python3.10         [.] 0x000000000011e8d4
     0.01%  python3.10  python3.10         [.] 0x000000000020bec2
     0.01%  python3.10  [kernel.kallsyms]  [k] __lock_text_start
     0.01%  python3.10  [kernel.kallsyms]  [k] pmd_val
     0.01%  python3.10  python3.10         [.] 0x0000000000143440
     0.01%  python3.10  [kernel.kallsyms]  [k] __update_load_avg_cfs_rq
     0.01%  python3.10  [kernel.kallsyms]  [k] put_page
     0.01%  python3.10  [kernel.kallsyms]  [k] cgroup_rstat_updated
     0.01%  python3.10  python3.10         [.] 0x0000000000151eaf
     0.01%  python3.10  python3.10         [.] 0x0000000000189021
     0.01%  python3.10  python3.10         [.] 0x0000000000188fd0
     0.01%  python3.10  python3.10         [.] 0x0000000000206961
     0.01%  python3.10  python3.10         [.] 0x000000000020bef5
     0.01%  python3.10  python3.10         [.] 0x0000000000294986
     0.01%  python3.10  python3.10         [.] 0x000000000018928c
     0.01%  python3.10  [kernel.kallsyms]  [k] __tlb_remove_page_size
     0.01%  python3.10  [kernel.kallsyms]  [k] page_remove_file_rmap
     0.01%  python3.10  python3.10         [.] 0x0000000000172b2f
     0.01%  python3.10  [kernel.kallsyms]  [k] futex_wait
     0.01%  python3.10  [kernel.kallsyms]  [k] get_obj_cgroup_from_current
     0.01%  python3.10  [kernel.kallsyms]  [k] update_rq_clock
     0.01%  python3.10  python3.10         [.] PyErr_GivenExceptionMatches
     0.01%  python3.10  python3.10         [.] _PyUnicodeWriter_Init
     0.01%  python3.10  python3.10         [.] 0x000000000011d4fc
     0.01%  python3.10  python3.10         [.] 0x0000000000137bc7
     0.01%  python3.10  python3.10         [.] 0x00000000001434c6
     0.01%  python3.10  python3.10         [.] 0x000000000015b50b
     0.01%  python3.10  python3.10         [.] 0x00000000001732e7
     0.01%  python3.10  python3.10         [.] 0x000000000017c104
     0.01%  python3.10  python3.10         [.] 0x000000000017c380
     0.01%  python3.10  python3.10         [.] 0x0000000000188d4e
     0.01%  python3.10  python3.10         [.] 0x0000000000188de4
     0.01%  python3.10  python3.10         [.] 0x0000000000188ed5
     0.01%  python3.10  python3.10         [.] 0x00000000001894ba
     0.01%  python3.10  python3.10         [.] 0x0000000000206c5f
     0.01%  python3.10  python3.10         [.] 0x000000000020bf65
     0.01%  python3.10  python3.10         [.] 0x0000000000243814
     0.01%  python3.10  python3.10         [.] 0x0000000000175d13
     0.01%  python3.10  python3.10         [.] 0x0000000000156660
     0.01%  python3.10  python3.10         [.] 0x000000000015b537
     0.01%  python3.10  [kernel.kallsyms]  [k] charge_memcg
     0.01%  python3.10  [kernel.kallsyms]  [k] alloc_pages
     0.01%  python3.10  python3.10         [.] 0x0000000000172b39
     0.01%  python3.10  [kernel.kallsyms]  [k] enqueue_hrtimer
     0.01%  python3.10  [kernel.kallsyms]  [k] psi_flags_change
     0.01%  python3.10  [kernel.kallsyms]  [k] restore_fpregs_from_fpstate
     0.01%  python3.10  libc.so.6          [.] ____wcstod_l_internal
     0.01%  python3.10  python3.10         [.] 0x000000000020694b
     0.01%  python3.10  python3.10         [.] 0x00000000001736e5
     0.01%  python3.10  [kernel.kallsyms]  [k] timerqueue_del
     0.01%  python3.10  python3.10         [.] 0x0000000000143407
     0.01%  python3.10  python3.10         [.] 0x000000000015b568
     0.01%  python3.10  python3.10         [.] 0x000000000027748b
     0.01%  python3.10  python3.10         [.] 0x0000000000129e41
     0.00%  python3.10  [kernel.kallsyms]  [k] account_event
     0.00%  python3.10  [kernel.kallsyms]  [k] inherit_event.constprop.0
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_swevent_init
     0.00%  python3.10  python3.10         [.] 0x0000000000129e5d
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_event_update_userpage
     0.00%  python3.10  libc.so.6          [.] 0x00000000001a1124
     0.00%  python3.10  [kernel.kallsyms]  [k] x86_pmu_enable
     0.00%  python3.10  [kernel.kallsyms]  [k] rmqueue
     0.00%  python3.10  python3.10         [.] 0x0000000000128e29
     0.00%  python3.10  libc.so.6          [.] __GI___strncasecmp_l_sse2
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_event_task_tick
     0.00%  python3.10  python3.10         [.] 0x0000000000121740
     0.00%  python3.10  python3.10         [.] 0x000000000015e0d2
     0.00%  python3.10  python3.10         [.] 0x0000000000162f26
     0.00%  python3.10  python3.10         [.] 0x0000000000164407
     0.00%  python3.10  [kernel.kallsyms]  [k] obj_cgroup_charge_pages
     0.00%  python3.10  [kernel.kallsyms]  [k] rcu_read_unlock_strict
     0.00%  python3.10  libc.so.6          [.] __stpncpy_sse2_unaligned
     0.00%  python3.10  [kernel.kallsyms]  [k] radix_tree_tag_get
     0.00%  python3.10  python3.10         [.] PyObject_RichCompare
     0.00%  python3.10  python3.10         [.] 0x000000000016a61f
     0.00%  python3.10  [kernel.kallsyms]  [k] security_perf_event_alloc
     0.00%  python3.10  python3.10         [.] 0x0000000000293d52
     0.00%  python3.10  [kernel.kallsyms]  [k] enqueue_entity
     0.00%  python3.10  [kernel.kallsyms]  [k] vmap_small_pages_range_noflush
     0.00%  python3.10  python3.10         [.] PyObject_GetItem
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_event_init_context
     0.00%  python3.10  python3.10         [.] 0x0000000000169f36
     0.00%  python3.10  python3.10         [.] 0x000000000016ac38
     0.00%  python3.10  python3.10         [.] 0x00000000001630b9
     0.00%  python3.10  [kernel.kallsyms]  [k] mem_cgroup_handle_over_high
     0.00%  python3.10  [kernel.kallsyms]  [k] sigprocmask
     0.00%  python3.10  [kernel.kallsyms]  [k] up_read
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_output_copy
     0.00%  python3.10  [kernel.kallsyms]  [k] __perf_event_task_sched_in
     0.00%  python3.10  [kernel.kallsyms]  [k] attach_entity_cfs_rq
     0.00%  python3.10  [kernel.kallsyms]  [k] rmqueue_bulk
     0.00%  python3.10  python3.10         [.] 0x00000000001225a4
     0.00%  python3.10  python3.10         [.] 0x0000000000165f31
     0.00%  python3.10  [kernel.kallsyms]  [k] ___perf_sw_event
     0.00%  python3.10  [kernel.kallsyms]  [k] pick_next_task
     0.00%  python3.10  [kernel.kallsyms]  [k] save_fpregs_to_fpstate
     0.00%  python3.10  [kernel.kallsyms]  [k] x86_pmu_hw_config
     0.00%  python3.10  libc.so.6          [.] 0x000000000019d960
     0.00%  python3.10  python3.10         [.] _PyUnicodeWriter_Finish
     0.00%  python3.10  python3.10         [.] 0x0000000000122901
     0.00%  python3.10  python3.10         [.] 0x000000000012d819
     0.00%  python3.10  python3.10         [.] 0x0000000000177090
     0.00%  python3.10  python3.10         [.] 0x000000000017958b
     0.00%  python3.10  python3.10         [.] 0x0000000000188da5
     0.00%  python3.10  python3.10         [.] 0x0000000000198e81
     0.00%  python3.10  python3.10         [.] 0x000000000020beab
     0.00%  python3.10  python3.10         [.] 0x00000000001643eb
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_iterate_ctx
     0.00%  python3.10  [kernel.kallsyms]  [k] dequeue_entity
     0.00%  python3.10  [kernel.kallsyms]  [k] mutex_lock
     0.00%  python3.10  [kernel.kallsyms]  [k] ___slab_alloc
     0.00%  python3.10  [kernel.kallsyms]  [k] mutex_unlock
     0.00%  python3.10  python3.10         [.] PyObject_GetAttr
     0.00%  python3.10  python3.10         [.] 0x000000000011b400
     0.00%  python3.10  [kernel.kallsyms]  [k] p4d_offset
     0.00%  python3.10  [kernel.kallsyms]  [k] __task_pid_nr_ns
     0.00%  python3.10  [kernel.kallsyms]  [k] futex_wait_queue_me
     0.00%  python3.10  [kernel.kallsyms]  [k] enqueue_task_fair
     0.00%  python3.10  python3.10         [.] PyMember_SetOne
     0.00%  python3.10  python3.10         [.] 0x000000000018c087
     0.00%  python3.10  python3.10         [.] PyDict_GetItemWithError
     0.00%  python3.10  python3.10         [.] 0x0000000000294ffe
     0.00%  python3.10  [kernel.kallsyms]  [k] exit_to_user_mode_prepare
     0.00%  python3.10  [kernel.kallsyms]  [k] iterate_groups
     0.00%  python3.10  python3.10         [.] _PyUnicode_FromId
     0.00%  python3.10  python3.10         [.] 0x000000000017a8e0
     0.00%  python3.10  python3.10         [.] 0x00000000000701b0
     0.00%  python3.10  python3.10         [.] 0x000000000011eb4c
     0.00%  python3.10  [kernel.kallsyms]  [k] _raw_spin_lock_irq
     0.00%  python3.10  [kernel.kallsyms]  [k] _find_next_bit
     0.00%  python3.10  python3.10         [.] 0x000000000012e0ee
     0.00%  python3.10  python3.10         [.] 0x00000000001762f6
     0.00%  python3.10  [kernel.kallsyms]  [k] pick_next_task_fair
     0.00%  python3.10  python3.10         [.] 0x000000000015e0ff
     0.00%  python3.10  [kernel.kallsyms]  [k] __handle_mm_fault
     0.00%  python3.10  [kernel.kallsyms]  [k] reweight_entity
     0.00%  python3.10  [kernel.kallsyms]  [k] find_idlest_group
     0.00%  python3.10  [kernel.kallsyms]  [k] vm_normal_page
     0.00%  python3.10  python3.10         [.] 0x0000000000070990
     0.00%  python3.10  [kernel.kallsyms]  [k] local_clock
     0.00%  python3.10  [kernel.kallsyms]  [k] hash_futex
     0.00%  python3.10  [kernel.kallsyms]  [k] __get_user_nocheck_4
     0.00%  python3.10  [kernel.kallsyms]  [k] __rseq_handle_notify_resume
     0.00%  python3.10  python3.10         [.] 0x000000000011ea00
     0.00%  python3.10  [kernel.kallsyms]  [k] do_futex
     0.00%  python3.10  [kernel.kallsyms]  [k] intel_cpuc_finish
     0.00%  python3.10  python3.10         [.] 0x0000000000137b4c
     0.00%  python3.10  python3.10         [.] 0x000000000011e950
     0.00%  python3.10  [kernel.kallsyms]  [k] cyc2ns_read_begin
     0.00%  python3.10  python3.10         [.] 0x00000000001522e3
     0.00%  python3.10  [kernel.kallsyms]  [k] __mod_memcg_lruvec_state
     0.00%  python3.10  [kernel.kallsyms]  [k] kthread_blkcg
     0.00%  python3.10  [kernel.kallsyms]  [k] alloc_pages_vma
     0.00%  python3.10  python3.10         [.] 0x000000000015afc4
     0.00%  python3.10  [kernel.kallsyms]  [k] __put_user_nocheck_8
     0.00%  python3.10  python3.10         [.] 0x0000000000150911
     0.00%  python3.10  python3.10         [.] 0x0000000000122608
     0.00%  python3.10  python3.10         [.] 0x000000000015e93c
     0.00%  python3.10  [kernel.kallsyms]  [k] __intel_pmu_enable_all.constprop.0
     0.00%  python3.10  [kernel.kallsyms]  [k] get_nohz_timer_target
     0.00%  python3.10  [kernel.kallsyms]  [k] copy_user_enhanced_fast_string
     0.00%  python3.10  [kernel.kallsyms]  [k] native_write_msr
     0.00%  python3.10  [kernel.kallsyms]  [k] __hrtimer_start_range_ns
     0.00%  python3.10  python3.10         [.] _PyErr_NormalizeException
     0.00%  python3.10  python3.10         [.] 0x0000000000137b4f
     0.00%  python3.10  python3.10         [.] 0x0000000000121594
     0.00%  python3.10  [kernel.kallsyms]  [k] copy_page
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_mux_hrtimer_handler
     0.00%  python3.10  python3.10         [.] 0x000000000011b2fa
     0.00%  python3.10  [kernel.kallsyms]  [k] dequeue_task
     0.00%  python3.10  [kernel.kallsyms]  [k] lapic_next_deadline


#
# (Cannot load tips.txt file, please install perf!)
#
