# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 82K of event 'cycles'
# Event count (approx.): 38837669601
#
# Overhead  Command     Shared Object                             Symbol                                        
# ........  ..........  ........................................  ..............................................
#
     0.00%  python3.10  python3.10                                [.] 0x000000000018d288
     0.00%  python3.10  python3.10                                [.] 0x0000000000129df6
     0.00%  python3.10  python3.10                                [.] 0x000000000012289b
     0.00%  python3.10  python3.10                                [.] 0x0000000000294948
     0.00%  python3.10  python3.10                                [.] 0x0000000000296faa
     0.00%  python3.10  python3.10                                [.] 0x000000000017c05a
     0.00%  python3.10  python3.10                                [.] 0x0000000000129e1a
     0.00%  python3.10  python3.10                                [.] 0x0000000000137aa0
     0.00%  python3.10  python3.10                                [.] 0x00000000002068be
     0.00%  python3.10  python3.10                                [.] 0x00000000002949ff
     0.00%  python3.10  libcrypto.so.3                            [.] 0x000000000030839b
     0.00%  python3.10  python3.10                                [.] 0x0000000000172c69
     0.00%  python3.10  python3.10                                [.] 0x0000000000152275
     0.00%  python3.10  libcrypto.so.3                            [.] 0x00000000003076d9
     0.00%  python3.10  python3.10                                [.] 0x0000000000294910
     0.00%  python3.10  python3.10                                [.] 0x000000000020690f
     0.00%  python3.10  python3.10                                [.] 0x0000000000122841
     0.00%  python3.10  python3.10                                [.] 0x0000000000277482
     0.00%  python3.10  python3.10                                [.] 0x00000000002949b4
     0.00%  python3.10  python3.10                                [.] 0x000000000018d066
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a11fe
     0.00%  python3.10  libcrypto.so.3                            [.] CRYPTO_zalloc
     0.00%  python3.10  python3.10                                [.] 0x000000000018bfc0
     0.00%  python3.10  python3.10                                [.] 0x0000000000151e94
     0.00%  python3.10  python3.10                                [.] 0x00000000001418ed
     0.00%  python3.10  python3.10                                [.] 0x00000000001522e3
     0.00%  python3.10  python3.10                                [.] PyNumber_AsSsize_t
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a0975
     0.00%  python3.10  libcrypto.so.3                            [.] OPENSSL_cleanse
     0.00%  python3.10  python3.10                                [.] 0x0000000000293ea7
     0.00%  python3.10  python3.10                                [.] 0x0000000000294fa0
     0.00%  python3.10  python3.10                                [.] 0x000000000017f965
     0.00%  python3.10  python3.10                                [.] 0x0000000000294f94
     0.00%  python3.10  python3.10                                [.] 0x000000000020667b
     0.00%  python3.10  [kernel.kallsyms]                         [k] account_kernel_stack.isra.0
     0.00%  python3.10  [kernel.kallsyms]                         [k] page_remove_file_rmap
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_event_context_sched_out
     0.00%  python3.10  python3.10                                [.] _PyBytes_Resize
     0.00%  python3.10  python3.10                                [.] 0x0000000000137a84
     0.00%  python3.10  python3.10                                [.] 0x00000000001433fc
     0.00%  python3.10  python3.10                                [.] 0x000000000017c3bb
     0.00%  python3.10  python3.10                                [.] 0x000000000018d534
     0.00%  python3.10  python3.10                                [.] 0x0000000000215370
     0.00%  python3.10  python3.10                                [.] 0x0000000000133a9e
     0.00%  python3.10  python3.10                                [.] 0x0000000000293f70
     0.00%  python3.10  libc.so.6                                 [.] parse_qtd_backslash
     0.00%  python3.10  [kernel.kallsyms]                         [k] copy_user_enhanced_fast_string
     0.00%  python3.10  python3.10                                [.] 0x000000000015085e
     0.00%  python3.10  python3.10                                [.] 0x00000000001795b6
     0.00%  python3.10  python3.10                                [.] 0x000000000018d547
     0.00%  python3.10  python3.10                                [.] 0x00000000000701b0
     0.00%  python3.10  python3.10                                [.] 0x000000000011d4d8
     0.00%  python3.10  python3.10                                [.] 0x0000000000137a9c
     0.00%  python3.10  python3.10                                [.] 0x00000000001598f9
     0.00%  python3.10  python3.10                                [.] 0x00000000001771ec
     0.00%  python3.10  python3.10                                [.] 0x000000000017c403
     0.00%  python3.10  python3.10                                [.] 0x000000000017f860
     0.00%  python3.10  python3.10                                [.] 0x000000000018d06e
     0.00%  python3.10  python3.10                                [.] 0x00000000001d48fe
     0.00%  python3.10  python3.10                                [.] 0x000000000020bf4c
     0.00%  python3.10  python3.10                                [.] 0x000000000020bf50
     0.00%  python3.10  python3.10                                [.] 0x000000000012284a
     0.00%  python3.10  [kernel.kallsyms]                         [k] __task_pid_nr_ns
     0.00%  python3.10  python3.10                                [.] 0x00000000002774cb
     0.00%  python3.10  python3.10                                [.] 0x0000000000179545
     0.00%  python3.10  libcrypto.so.3                            [.] 0x00000000003076dc
     0.00%  python3.10  python3.10                                [.] 0x0000000000169c18
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000307201
     0.00%  python3.10  python3.10                                [.] 0x0000000000294a06
     0.00%  python3.10  python3.10                                [.] 0x0000000000206963
     0.00%  python3.10  [kernel.kallsyms]                         [k] page_remove_rmap
     0.00%  python3.10  python3.10                                [.] 0x000000000015e082
     0.00%  python3.10  python3.10                                [.] 0x0000000000233c30
     0.00%  python3.10  python3.10                                [.] 0x0000000000172b39
     0.00%  python3.10  [kernel.kallsyms]                         [k] __tlb_remove_page_size
     0.00%  python3.10  python3.10                                [.] 0x0000000000137b05
     0.00%  python3.10  python3.10                                [.] 0x0000000000295390
     0.00%  python3.10  python3.10                                [.] 0x000000000018c028
     0.00%  python3.10  libcrypto.so.3                            [.] 0x00000000003074a5
     0.00%  python3.10  python3.10                                [.] 0x000000000015c5f4
     0.00%  python3.10  libcrypto.so.3                            [.] 0x00000000003076bd
     0.00%  python3.10  python3.10                                [.] 0x0000000000294944
     0.00%  python3.10  python3.10                                [.] 0x00000000002068c1
     0.00%  python3.10  python3.10                                [.] 0x000000000018d17a
     0.00%  python3.10  python3.10                                [.] 0x0000000000179564
     0.00%  python3.10  [kernel.kallsyms]                         [k] arch_local_irq_enable
     0.00%  python3.10  python3.10                                [.] 0x000000000018d765
     0.00%  python3.10  python3.10                                [.] 0x0000000000137b8d
     0.00%  python3.10  python3.10                                [.] 0x00000000002069ad
     0.00%  python3.10  python3.10                                [.] 0x0000000000206c74
     0.00%  python3.10  python3.10                                [.] 0x0000000000128da0
     0.00%  python3.10  python3.10                                [.] 0x0000000000165e78
     0.00%  python3.10  python3.10                                [.] 0x000000000028b800
     0.00%  python3.10  python3.10                                [.] 0x0000000000137bfc
     0.00%  python3.10  [kernel.kallsyms]                         [k] insert_vmap_area.constprop.0
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a0951
     0.00%  python3.10  python3.10                                [.] 0x000000000012291a
     0.00%  python3.10  python3.10                                [.] 0x0000000000128daf
     0.00%  python3.10  python3.10                                [.] 0x00000000001598cd
     0.00%  python3.10  python3.10                                [.] 0x000000000015b53b
     0.00%  python3.10  python3.10                                [.] 0x000000000015b55b
     0.00%  python3.10  python3.10                                [.] 0x000000000015efe6
     0.00%  python3.10  python3.10                                [.] 0x0000000000179592
     0.00%  python3.10  python3.10                                [.] 0x0000000000188ed8
     0.00%  python3.10  python3.10                                [.] 0x000000000018bf96
     0.00%  python3.10  python3.10                                [.] 0x000000000018d26e
     0.00%  python3.10  python3.10                                [.] 0x000000000018d54e
     0.00%  python3.10  python3.10                                [.] 0x00000000001d48d4
     0.00%  python3.10  python3.10                                [.] 0x00000000001d4947
     0.00%  python3.10  python3.10                                [.] 0x0000000000214480
     0.00%  python3.10  python3.10                                [.] 0x0000000000294eb9
     0.00%  python3.10  python3.10                                [.] 0x00000000001740bb
     0.00%  python3.10  python3.10                                [.] 0x0000000000293e15
     0.00%  python3.10  python3.10                                [.] 0x0000000000241485
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000307594
     0.00%  python3.10  python3.10                                [.] 0x000000000018d52e
     0.00%  python3.10  python3.10                                [.] 0x0000000000293f75
     0.00%  python3.10  python3.10                                [.] 0x000000000012292b
     0.00%  python3.10  _hashlib.cpython-310-x86_64-linux-gnu.so  [.] 0x0000000000006fc0
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_event_init_context
     0.00%  python3.10  python3.10                                [.] 0x000000000018d0f2
     0.00%  python3.10  python3.10                                [.] 0x0000000000179611
     0.00%  python3.10  libcrypto.so.3                            [.] 0x000000000030760d
     0.00%  python3.10  python3.10                                [.] 0x000000000018d060
     0.00%  python3.10  libcrypto.so.3                            [.] 0x00000000003074b3
     0.00%  python3.10  libcrypto.so.3                            [.] 0x00000000003080fd
     0.00%  python3.10  [kernel.kallsyms]                         [k] raw_spin_rq_lock_nested
     0.00%  python3.10  python3.10                                [.] 0x0000000000137ada
     0.00%  python3.10  python3.10                                [.] 0x00000000002b39cc
     0.00%  python3.10  python3.10                                [.] 0x0000000000188e7a
     0.00%  python3.10  python3.10                                [.] 0x000000000017f872
     0.00%  python3.10  python3.10                                [.] 0x000000000018d0dc
     0.00%  python3.10  python3.10                                [.] 0x000000000018d5ef
     0.00%  python3.10  libcrypto.so.3                            [.] 0x000000000030836f
     0.00%  python3.10  python3.10                                [.] 0x000000000018c085
     0.00%  python3.10  python3.10                                [.] 0x000000000018c0a9
     0.00%  python3.10  python3.10                                [.] 0x000000000018d0a8
     0.00%  python3.10  [kernel.kallsyms]                         [k] __alloc_pages
     0.00%  python3.10  [kernel.kallsyms]                         [k] sched_change_group
     0.00%  python3.10  python3.10                                [.] 0x0000000000143c63
     0.00%  python3.10  python3.10                                [.] 0x00000000001795bb
     0.00%  python3.10  python3.10                                [.] 0x0000000000188e31
     0.00%  python3.10  python3.10                                [.] 0x000000000018c072
     0.00%  python3.10  python3.10                                [.] 0x000000000018d4ad
     0.00%  python3.10  python3.10                                [.] 0x000000000015b568
     0.00%  python3.10  python3.10                                [.] 0x00000000002948b0
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000308282
     0.00%  python3.10  [kernel.kallsyms]                         [k] copy_user_highpage.constprop.0
     0.00%  python3.10  [kernel.kallsyms]                         [k] mark_wake_futex
     0.00%  python3.10  [kernel.kallsyms]                         [k] rmqueue_bulk
     0.00%  python3.10  python3.10                                [.] _PyUnicode_FromId
     0.00%  python3.10  python3.10                                [.] 0x0000000000122628
     0.00%  python3.10  python3.10                                [.] 0x00000000001598c8
     0.00%  python3.10  python3.10                                [.] 0x0000000000164242
     0.00%  python3.10  python3.10                                [.] 0x00000000001795bf
     0.00%  python3.10  python3.10                                [.] 0x0000000000179fb4
     0.00%  python3.10  python3.10                                [.] 0x0000000000188e69
     0.00%  python3.10  python3.10                                [.] 0x000000000018d761
     0.00%  python3.10  python3.10                                [.] 0x00000000001d4924
     0.00%  python3.10  python3.10                                [.] 0x000000000024380b
     0.00%  python3.10  python3.10                                [.] 0x000000000018c00b
     0.00%  python3.10  [kernel.kallsyms]                         [k] lockless_pages_from_mm
     0.00%  python3.10  python3.10                                [.] 0x0000000000128e22
     0.00%  python3.10  python3.10                                [.] 0x000000000017954c
     0.00%  python3.10  python3.10                                [.] 0x000000000018c0e2
     0.00%  python3.10  python3.10                                [.] 0x000000000018d16d
     0.00%  python3.10  python3.10                                [.] 0x0000000000243825
     0.00%  python3.10  python3.10                                [.] 0x0000000000277535
     0.00%  python3.10  python3.10                                [.] 0x00000000001740ab
     0.00%  python3.10  python3.10                                [.] 0x000000000018d608
     0.00%  python3.10  python3.10                                [.] 0x000000000015c5d8
     0.00%  python3.10  python3.10                                [.] 0x000000000018c0e0
     0.00%  python3.10  python3.10                                [.] 0x0000000000137a99
     0.00%  python3.10  [kernel.kallsyms]                         [k] psi_flags_change
     0.00%  python3.10  [kernel.kallsyms]                         [k] alloc_pages
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_swevent_init
     0.00%  python3.10  python3.10                                [.] 0x0000000000137a6a
     0.00%  python3.10  python3.10                                [.] 0x00000000001435c5
     0.00%  python3.10  python3.10                                [.] 0x000000000018d252
     0.00%  python3.10  python3.10                                [.] 0x0000000000137a88
     0.00%  python3.10  [kernel.kallsyms]                         [k] cyc2ns_read_begin
     0.00%  python3.10  [kernel.kallsyms]                         [k] propagate_entity_cfs_rq
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000307b5a
     0.00%  python3.10  python3.10                                [.] PyMem_Free
     0.00%  python3.10  python3.10                                [.] 0x0000000000188e29
     0.00%  python3.10  python3.10                                [.] 0x000000000020698c
     0.00%  python3.10  python3.10                                [.] 0x0000000000206bfa
     0.00%  python3.10  python3.10                                [.] 0x0000000000295003
     0.00%  python3.10  libcrypto.so.3                            [.] 0x00000000003078af
     0.00%  python3.10  python3.10                                [.] 0x000000000012d811
     0.00%  python3.10  python3.10                                [.] 0x000000000018d06a
     0.00%  python3.10  python3.10                                [.] 0x000000000018d09e
     0.00%  python3.10  python3.10                                [.] 0x000000000027759e
     0.00%  python3.10  python3.10                                [.] 0x000000000012282a
     0.00%  python3.10  python3.10                                [.] 0x000000000018d656
     0.00%  python3.10  python3.10                                [.] 0x000000000018d596
     0.00%  python3.10  python3.10                                [.] 0x0000000000293f6e
     0.00%  python3.10  python3.10                                [.] 0x0000000000151ef4
     0.00%  python3.10  python3.10                                [.] 0x0000000000129e55
     0.00%  python3.10  python3.10                                [.] 0x000000000015d120
     0.00%  python3.10  python3.10                                [.] 0x000000000015e0d2
     0.00%  python3.10  python3.10                                [.] 0x000000000015e116
     0.00%  python3.10  python3.10                                [.] 0x0000000000277454
     0.00%  python3.10  python3.10                                [.] 0x0000000000121960
     0.00%  python3.10  python3.10                                [.] 0x00000000001228b7
     0.00%  python3.10  python3.10                                [.] 0x000000000018d960
     0.00%  python3.10  python3.10                                [.] 0x00000000002cfedf
     0.00%  python3.10  python3.10                                [.] 0x00000000001434ec
     0.00%  python3.10  [kernel.kallsyms]                         [k] wake_up_new_task
     0.00%  python3.10  [kernel.kallsyms]                         [k] x86_pmu_extra_regs
     0.00%  python3.10  python3.10                                [.] 0x000000000011eb17
     0.00%  python3.10  python3.10                                [.] 0x0000000000143438
     0.00%  python3.10  python3.10                                [.] 0x000000000018d0e0
     0.00%  python3.10  python3.10                                [.] 0x00000000001732fc
     0.00%  python3.10  [kernel.kallsyms]                         [k] sched_slice
     0.00%  python3.10  python3.10                                [.] 0x000000000018d1cb
     0.00%  python3.10  [kernel.kallsyms]                         [k] hrtimer_active
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_swevent_event
     0.00%  python3.10  python3.10                                [.] PyMember_SetOne
     0.00%  python3.10  python3.10                                [.] _PyErr_SetObject
     0.00%  python3.10  python3.10                                [.] 0x00000000001225f6
     0.00%  python3.10  python3.10                                [.] 0x00000000001523b8
     0.00%  python3.10  python3.10                                [.] 0x0000000000163f80
     0.00%  python3.10  python3.10                                [.] 0x0000000000164ed9
     0.00%  python3.10  python3.10                                [.] 0x000000000016bf48
     0.00%  python3.10  python3.10                                [.] 0x00000000001d4939
     0.00%  python3.10  python3.10                                [.] 0x000000000024382f
     0.00%  python3.10  python3.10                                [.] 0x0000000000122601
     0.00%  python3.10  python3.10                                [.] 0x000000000012d15a
     0.00%  python3.10  python3.10                                [.] 0x000000000015af56
     0.00%  python3.10  python3.10                                [.] 0x00000000001630f9
     0.00%  python3.10  python3.10                                [.] 0x0000000000179574
     0.00%  python3.10  python3.10                                [.] 0x000000000017f884
     0.00%  python3.10  [kernel.kallsyms]                         [k] calculate_imbalance
     0.00%  python3.10  [kernel.kallsyms]                         [k] handle_pte_fault
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a0b18
     0.00%  python3.10  [kernel.kallsyms]                         [k] chacha_block_generic
     0.00%  python3.10  [kernel.kallsyms]                         [k] intel_pmu_bts_config
     0.00%  python3.10  python3.10                                [.] 0x000000000012d7a3
     0.00%  python3.10  python3.10                                [.] 0x0000000000188f0c
     0.00%  python3.10  python3.10                                [.] 0x000000000006efb0
     0.00%  python3.10  python3.10                                [.] 0x0000000000176554
     0.00%  python3.10  python3.10                                [.] 0x000000000018d1c6
     0.00%  python3.10  python3.10                                [.] 0x00000000002b3a7c
     0.00%  python3.10  python3.10                                [.] 0x000000000018d66e
     0.00%  python3.10  python3.10                                [.] 0x000000000018d091
     0.00%  python3.10  python3.10                                [.] 0x00000000001894be
     0.00%  python3.10  python3.10                                [.] 0x000000000018d75b
     0.00%  python3.10  python3.10                                [.] 0x0000000000179613
     0.00%  python3.10  python3.10                                [.] 0x000000000020bf61
     0.00%  python3.10  [kernel.kallsyms]                         [k] init_numa_balancing
     0.00%  python3.10  [kernel.kallsyms]                         [k] ttwu_do_activate
     0.00%  python3.10  python3.10                                [.] 0x0000000000121754
     0.00%  python3.10  python3.10                                [.] 0x000000000017c3e0
     0.00%  python3.10  python3.10                                [.] 0x0000000000188fd0
     0.00%  python3.10  python3.10                                [.] 0x0000000000188ffe
     0.00%  python3.10  [kernel.kallsyms]                         [k] _find_first_bit
     0.00%  python3.10  [kernel.kallsyms]                         [k] chacha_permute
     0.00%  python3.10  python3.10                                [.] 0x0000000000121638
     0.00%  python3.10  python3.10                                [.] 0x0000000000188d02
     0.00%  python3.10  python3.10                                [.] 0x00000000002069d2
     0.00%  python3.10  python3.10                                [.] 0x000000000018d15e
     0.00%  python3.10  python3.10                                [.] 0x000000000018d700
     0.00%  python3.10  [kernel.kallsyms]                         [k] clear_buddies
     0.00%  python3.10  python3.10                                [.] 0x000000000012a239
     0.00%  python3.10  python3.10                                [.] 0x00000000001566db
     0.00%  python3.10  python3.10                                [.] 0x000000000015f007
     0.00%  python3.10  python3.10                                [.] 0x000000000017c3d0
     0.00%  python3.10  python3.10                                [.] 0x000000000028b905
     0.00%  python3.10  python3.10                                [.] 0x00000000001795c3
     0.00%  python3.10  [kernel.kallsyms]                         [k] clockevents_program_event
     0.00%  python3.10  [kernel.kallsyms]                         [k] mod_objcg_state
     0.00%  python3.10  python3.10                                [.] 0x00000000001598e3
     0.00%  python3.10  python3.10                                [.] 0x000000000011b2f6
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_output_copy
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a09b6
     0.00%  python3.10  python3.10                                [.] 0x0000000000127b28
     0.00%  python3.10  python3.10                                [.] 0x0000000000129cc0
     0.00%  python3.10  python3.10                                [.] 0x0000000000198e81
     0.00%  python3.10  python3.10                                [.] 0x0000000000293f42
     0.00%  python3.10  [kernel.kallsyms]                         [k] set_pte
     0.00%  python3.10  python3.10                                [.] PyEval_SaveThread
     0.00%  python3.10  python3.10                                [.] 0x000000000014359d
     0.00%  python3.10  [kernel.kallsyms]                         [k] idr_alloc_cyclic
     0.00%  python3.10  libc.so.6                                 [.] __memmove_sse2_unaligned_erms
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000307982
     0.00%  python3.10  python3.10                                [.] 0x000000000015b520
     0.00%  python3.10  python3.10                                [.] 0x0000000000188dc9
     0.00%  python3.10  [kernel.kallsyms]                         [k] copy_clone_args_from_user
     0.00%  python3.10  [kernel.kallsyms]                         [k] dequeue_entity
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a09d0
     0.00%  python3.10  python3.10                                [.] PyObject_IsTrue
     0.00%  python3.10  python3.10                                [.] 0x000000000012802b
     0.00%  python3.10  python3.10                                [.] 0x0000000000167ab2
     0.00%  python3.10  python3.10                                [.] 0x0000000000188d26
     0.00%  python3.10  python3.10                                [.] 0x0000000000188dcf
     0.00%  python3.10  python3.10                                [.] 0x00000000001d493d
     0.00%  python3.10  python3.10                                [.] 0x0000000000206969
     0.00%  python3.10  python3.10                                [.] 0x0000000000206c1b
     0.00%  python3.10  [kernel.kallsyms]                         [k] kernel_clone
     0.00%  python3.10  [kernel.kallsyms]                         [k] wp_page_copy
     0.00%  python3.10  python3.10                                [.] _PyDict_GetItemIdWithError
     0.00%  python3.10  python3.10                                [.] 0x000000000011d59b
     0.00%  python3.10  python3.10                                [.] 0x0000000000129c46
     0.00%  python3.10  python3.10                                [.] 0x000000000015b53e
     0.00%  python3.10  python3.10                                [.] 0x000000000015b570
     0.00%  python3.10  python3.10                                [.] 0x0000000000164da7
     0.00%  python3.10  python3.10                                [.] 0x00000000001760e6
     0.00%  python3.10  python3.10                                [.] 0x0000000000189014
     0.00%  python3.10  python3.10                                [.] 0x000000000018d237
     0.00%  python3.10  python3.10                                [.] 0x00000000001d4921
     0.00%  python3.10  python3.10                                [.] 0x0000000000138970
     0.00%  python3.10  python3.10                                [.] 0x000000000015b16f
     0.00%  python3.10  python3.10                                [.] 0x000000000015efaa
     0.00%  python3.10  python3.10                                [.] 0x00000000001676e8
     0.00%  python3.10  python3.10                                [.] 0x0000000000293d4b
     0.00%  python3.10  [kernel.kallsyms]                         [k] __do_sys_clone3
     0.00%  python3.10  [kernel.kallsyms]                         [k] clear_page_erms
     0.00%  python3.10  [kernel.kallsyms]                         [k] x86_pmu_filter_match
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a1108
     0.00%  python3.10  python3.10                                [.] PyCallable_Check
     0.00%  python3.10  python3.10                                [.] 0x000000000011d55e
     0.00%  python3.10  python3.10                                [.] 0x0000000000129cd9
     0.00%  python3.10  python3.10                                [.] 0x0000000000143449
     0.00%  python3.10  python3.10                                [.] 0x000000000015b1ea
     0.00%  python3.10  python3.10                                [.] 0x000000000015e078
     0.00%  python3.10  python3.10                                [.] 0x00000000001641c4
     0.00%  python3.10  python3.10                                [.] 0x0000000000189853
     0.00%  python3.10  python3.10                                [.] 0x00000000001d490c
     0.00%  python3.10  python3.10                                [.] 0x0000000000243806
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a1147
     0.00%  python3.10  python3.10                                [.] 0x0000000000121757
     0.00%  python3.10  python3.10                                [.] 0x000000000018d25c
     0.00%  python3.10  python3.10                                [.] 0x00000000001599d0
     0.00%  python3.10  [kernel.kallsyms]                         [k] proc_fork_connector
     0.00%  python3.10  python3.10                                [.] 0x0000000000121934
     0.00%  python3.10  python3.10                                [.] 0x000000000015e0ff
     0.00%  python3.10  python3.10                                [.] 0x000000000015b56d
     0.00%  python3.10  python3.10                                [.] 0x00000000001508a2
     0.00%  python3.10  python3.10                                [.] 0x0000000000151e0c
     0.00%  python3.10  python3.10                                [.] 0x000000000015ef78
     0.00%  python3.10  [kernel.kallsyms]                         [k] sched_fork
     0.00%  python3.10  python3.10                                [.] 0x00000000001210c4
     0.00%  python3.10  python3.10                                [.] 0x0000000000121749
     0.00%  python3.10  python3.10                                [.] 0x00000000002949da
     0.00%  python3.10  python3.10                                [.] 0x0000000000206c65
     0.00%  python3.10  python3.10                                [.] 0x0000000000173315
     0.00%  python3.10  python3.10                                [.] 0x000000000015e07c
     0.00%  python3.10  python3.10                                [.] 0x0000000000243814
     0.00%  python3.10  python3.10                                [.] 0x000000000029472a
     0.00%  python3.10  python3.10                                [.] 0x0000000000122826
     0.00%  python3.10  python3.10                                [.] 0x00000000002068bc
     0.00%  python3.10  python3.10                                [.] 0x00000000002cfee1
     0.00%  python3.10  [kernel.kallsyms]                         [k] kmem_cache_alloc
     0.00%  python3.10  [kernel.kallsyms]                         [k] wake_up_q
     0.00%  python3.10  python3.10                                [.] 0x000000000012bd50
     0.00%  python3.10  libcrypto.so.3                            [.] 0x000000000017d7e9
     0.00%  python3.10  [kernel.kallsyms]                         [k] pids_can_fork
     0.00%  python3.10  libc.so.6                                 [.] round_and_return
     0.00%  python3.10  python3.10                                [.] 0x000000000017c384
     0.00%  python3.10  python3.10                                [.] PyErr_GivenExceptionMatches
     0.00%  python3.10  python3.10                                [.] 0x00000000001770c0
     0.00%  python3.10  python3.10                                [.] 0x00000000001d4931
     0.00%  python3.10  python3.10                                [.] 0x000000000015b554
     0.00%  python3.10  python3.10                                [.] 0x0000000000206856
     0.00%  python3.10  libcrypto.so.3                            [.] 0x000000000030719e
     0.00%  python3.10  python3.10                                [.] 0x0000000000129cc6
     0.00%  python3.10  python3.10                                [.] 0x0000000000172b75
     0.00%  python3.10  [kernel.kallsyms]                         [k] up_read
     0.00%  python3.10  python3.10                                [.] 0x000000000015bb43
     0.00%  python3.10  python3.10                                [.] 0x000000000012d0fc
     0.00%  python3.10  python3.10                                [.] PyThread_allocate_lock
     0.00%  python3.10  python3.10                                [.] 0x0000000000167da0
     0.00%  python3.10  [kernel.kallsyms]                         [k] futex_wait_setup
     0.00%  python3.10  python3.10                                [.] 0x000000000015bb3c
     0.00%  python3.10  python3.10                                [.] 0x0000000000162fe7
     0.00%  python3.10  python3.10                                [.] 0x000000000011e94c
     0.00%  python3.10  python3.10                                [.] 0x000000000028b853
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000307c4b
     0.00%  python3.10  python3.10                                [.] _PyObject_FastCallDictTstate
     0.00%  python3.10  [kernel.kallsyms]                         [k] try_charge_memcg
     0.00%  python3.10  python3.10                                [.] 0x000000000015b158
     0.00%  python3.10  python3.10                                [.] 0x0000000000122608
     0.00%  python3.10  python3.10                                [.] 0x000000000015238c
     0.00%  python3.10  python3.10                                [.] 0x00000000001732c0
     0.00%  python3.10  python3.10                                [.] 0x000000000017a8e0
     0.00%  python3.10  [kernel.kallsyms]                         [k] list_add_event
     0.00%  python3.10  python3.10                                [.] 0x0000000000121675
     0.00%  python3.10  python3.10                                [.] 0x0000000000151f02
     0.00%  python3.10  python3.10                                [.] 0x0000000000188ed5
     0.00%  python3.10  python3.10                                [.] 0x00000000001f7531
     0.00%  python3.10  python3.10                                [.] 0x000000000020beb4
     0.00%  python3.10  [kernel.kallsyms]                         [k] task_clock_event_add
     0.00%  python3.10  python3.10                                [.] 0x000000000015b20c
     0.00%  python3.10  python3.10                                [.] 0x0000000000188eb2
     0.00%  python3.10  python3.10                                [.] 0x0000000000188ff0
     0.00%  python3.10  python3.10                                [.] 0x000000000028e0c0
     0.00%  python3.10  python3.10                                [.] 0x00000000002d9ebc
     0.00%  python3.10  [kernel.kallsyms]                         [k] xfd_validate_state
     0.00%  python3.10  python3.10                                [.] 0x000000000011eb10
     0.00%  python3.10  python3.10                                [.] 0x0000000000129c33
     0.00%  :2337352    python3.10                                [.] 0x00000000001215a3
     0.00%  python3.10  python3.10                                [.] 0x0000000000206b73
     0.00%  python3.10  [kernel.kallsyms]                         [k] memcpy
     0.00%  :2336891    python3.10                                [.] 0x000000000012161a
     0.00%  python3.10  [kernel.kallsyms]                         [k] get_task_pid
     0.00%  python3.10  [kernel.kallsyms]                         [k] task_change_group_fair
     0.00%  python3.10  python3.10                                [.] 0x0000000000277673
     0.00%  python3.10  python3.10                                [.] 0x00000000001664d0
     0.00%  python3.10  [kernel.kallsyms]                         [k] rcu_accelerate_cbs
     0.00%  python3.10  [kernel.kallsyms]                         [k] _raw_write_lock_irq
     0.00%  python3.10  libcrypto.so.3                            [.] 0x00000000003077ce
     0.00%  python3.10  python3.10                                [.] 0x0000000000129ec6
     0.00%  python3.10  python3.10                                [.] 0x000000000017953a
     0.00%  python3.10  python3.10                                [.] 0x0000000000277448
     0.00%  python3.10  python3.10                                [.] 0x0000000000137b2f
     0.00%  python3.10  python3.10                                [.] 0x000000000016aba8
     0.00%  python3.10  python3.10                                [.] _PyLong_FromByteArray
     0.00%  python3.10  python3.10                                [.] 0x0000000000188d90
     0.00%  python3.10  ld-linux-x86-64.so.2                      [.] _dl_check_all_versions
     0.00%  python3.10  python3.10                                [.] 0x0000000000188e17
     0.00%  python3.10  [kernel.kallsyms]                         [k] intel_pmu_hw_config.part.0
     0.00%  python3.10  python3.10                                [.] 0x0000000000294ec7
     0.00%  python3.10  python3.10                                [.] 0x0000000000129ef0
     0.00%  :2337040    python3.10                                [.] 0x000000000012159b
     0.00%  :2337188    python3.10                                [.] 0x00000000001215a3
     0.00%  :2336925    python3.10                                [.] 0x000000000012161a
     0.00%  :2336891    python3.10                                [.] 0x000000000012159d
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_mux_hrtimer_handler
     0.00%  python3.10  python3.10                                [.] 0x000000000028e0a9
