# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 137K of event 'cycles'
# Event count (approx.): 68414781190
#
# Overhead  Command     Shared Object                             Symbol                                        
# ........  ..........  ........................................  ..............................................
#
     0.00%  python3.10  [kernel.kallsyms]  [k] get_futex_key
     0.00%  python3.10  python3.10         [.] 0x000000000015effa
     0.00%  python3.10  libc.so.6          [.] re_search_internal
     0.00%  python3.10  python3.10         [.] PyLong_FromString
     0.00%  python3.10  python3.10         [.] 0x0000000000127f5d
     0.00%  python3.10  [kernel.kallsyms]  [k] psi_task_change
     0.00%  python3.10  python3.10         [.] 0x000000000015b55b
     0.00%  python3.10  [kernel.kallsyms]  [k] check_preempt_wakeup
     0.00%  python3.10  python3.10         [.] 0x0000000000188dd3
     0.00%  python3.10  python3.10         [.] _PyObject_LookupSpecial
     0.00%  python3.10  [kernel.kallsyms]  [k] exit_to_user_mode_loop
     0.00%  python3.10  python3.10         [.] 0x00000000001d495d
     0.00%  python3.10  [kernel.kallsyms]  [k] kmem_cache_alloc_node_trace
     0.00%  python3.10  python3.10         [.] 0x0000000000173d54
     0.00%  python3.10  [kernel.kallsyms]  [k] x86_pmu_event_init
     0.00%  python3.10  [kernel.kallsyms]  [k] sched_clock_cpu
     0.00%  python3.10  python3.10         [.] 0x000000000012174d
     0.00%  python3.10  python3.10         [.] 0x00000000001d4961
     0.00%  python3.10  [kernel.kallsyms]  [k] rb_erase
     0.00%  python3.10  libc.so.6          [.] __strcat_ssse3
     0.00%  python3.10  [kernel.kallsyms]  [k] pick_next_entity
     0.00%  python3.10  [kernel.kallsyms]  [k] enqueue_task_fair
     0.00%  python3.10  python3.10         [.] 0x000000000015b52a
     0.00%  python3.10  [kernel.kallsyms]  [k] inherit_task_group.isra.0
     0.00%  python3.10  [kernel.kallsyms]  [k] _raw_spin_lock_irq
     0.00%  python3.10  python3.10         [.] 0x000000000015b56d
     0.00%  python3.10  python3.10         [.] 0x000000000012161d
     0.00%  python3.10  [kernel.kallsyms]  [k] pick_next_task_fair
     0.00%  python3.10  python3.10         [.] 0x000000000017c3fc
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_event_groups_first
     0.00%  python3.10  [kernel.kallsyms]  [k] rcu_read_unlock_strict
     0.00%  python3.10  python3.10         [.] 0x000000000020bea0
     0.00%  python3.10  python3.10         [.] 0x0000000000206a23
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_log_itrace_start
     0.00%  python3.10  [kernel.kallsyms]  [k] __perf_event_task_sched_in
     0.00%  python3.10  [kernel.kallsyms]  [k] select_task_rq_fair
     0.00%  python3.10  [kernel.kallsyms]  [k] __slab_free
     0.00%  python3.10  [kernel.kallsyms]  [k] sched_clock
     0.00%  python3.10  [kernel.kallsyms]  [k] futex_wake
     0.00%  python3.10  [kernel.kallsyms]  [k] _find_next_bit
     0.00%  python3.10  libc.so.6          [.] round_and_return
     0.00%  python3.10  [kernel.kallsyms]  [k] set_next_entity
     0.00%  python3.10  [kernel.kallsyms]  [k] error_entry
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_event_update_userpage
     0.00%  python3.10  python3.10         [.] 0x000000000018d589
     0.00%  python3.10  [kernel.kallsyms]  [k] do_syscall_64
     0.00%  python3.10  [kernel.kallsyms]  [k] __cond_resched
     0.00%  python3.10  python3.10         [.] PyUnicode_FromFormatV
     0.00%  python3.10  [kernel.kallsyms]  [k] _raw_spin_lock_irqsave
     0.00%  python3.10  [kernel.kallsyms]  [k] select_idle_sibling
     0.00%  python3.10  python3.10         [.] 0x00000000001795d6
     0.00%  python3.10  [kernel.kallsyms]  [k] arch_perf_update_userpage
     0.00%  python3.10  [kernel.kallsyms]  [k] read_tsc
     0.00%  python3.10  [kernel.kallsyms]  [k] reweight_entity
     0.00%  python3.10  [kernel.kallsyms]  [k] __mutex_init
     0.00%  python3.10  [kernel.kallsyms]  [k] put_prev_entity
     0.00%  python3.10  [kernel.kallsyms]  [k] clockevents_program_event
     0.00%  python3.10  [kernel.kallsyms]  [k] __srcu_read_lock
     0.00%  python3.10  python3.10         [.] 0x000000000015b519
     0.00%  python3.10  libc.so.6          [.] __GI___strncasecmp_l_sse2
     0.00%  python3.10  libc.so.6          [.] re_compile_internal
     0.00%  python3.10  python3.10         [.] _PyUnicodeWriter_Finish
     0.00%  python3.10  python3.10         [.] 0x000000000012e078
     0.00%  python3.10  [kernel.kallsyms]  [k] futex_wait_setup
     0.00%  python3.10  python3.10         [.] 0x000000000015efdc
     0.00%  python3.10  [kernel.kallsyms]  [k] x86_get_event_constraints
     0.00%  python3.10  [kernel.kallsyms]  [k] inherit_event.constprop.0
     0.00%  python3.10  [kernel.kallsyms]  [k] __srcu_read_unlock
     0.00%  python3.10  [kernel.kallsyms]  [k] rseq_ip_fixup
     0.00%  python3.10  [kernel.kallsyms]  [k] cpuacct_charge
     0.00%  python3.10  [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     0.00%  python3.10  [kernel.kallsyms]  [k] dequeue_entity
     0.00%  python3.10  [kernel.kallsyms]  [k] psi_task_switch
     0.00%  python3.10  [kernel.kallsyms]  [k] do_futex
     0.00%  python3.10  python3.10         [.] 0x000000000018d151
     0.00%  python3.10  python3.10         [.] 0x0000000000174090
     0.00%  python3.10  [kernel.kallsyms]  [k] timerqueue_add
     0.00%  python3.10  [kernel.kallsyms]  [k] x86_pmu_hw_config
     0.00%  python3.10  python3.10         [.] 0x0000000000188dd7
     0.00%  python3.10  python3.10         [.] 0x00000000001228f6
     0.00%  python3.10  [kernel.kallsyms]  [k] update_rq_clock
     0.00%  python3.10  [kernel.kallsyms]  [k] hrtimer_update_next_event
     0.00%  python3.10  python3.10         [.] 0x000000000018d155
     0.00%  python3.10  python3.10         [.] 0x000000000015b534
     0.00%  python3.10  python3.10         [.] _PyDict_DelItem_KnownHash
     0.00%  python3.10  [kernel.kallsyms]  [k] irqentry_exit
     0.00%  python3.10  [kernel.kallsyms]  [k] __mod_node_page_state
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_pmu_nop_int
     0.00%  python3.10  [kernel.kallsyms]  [k] update_cfs_group
     0.00%  python3.10  python3.10         [.] 0x000000000020bef5
     0.00%  python3.10  python3.10         [.] 0x000000000015b564
     0.00%  python3.10  [kernel.kallsyms]  [k] hsw_get_event_constraints
     0.00%  python3.10  [kernel.kallsyms]  [k] intel_cpuc_prepare
     0.00%  python3.10  python3.10         [.] 0x0000000000206c7a
     0.00%  python3.10  python3.10         [.] 0x000000000018d165
     0.00%  python3.10  python3.10         [.] _PyUnicodeWriter_Init
     0.00%  python3.10  python3.10         [.] _PyObject_GenericSetAttrWithDict
     0.00%  python3.10  python3.10         [.] 0x000000000015b55d
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_iterate_ctx
     0.00%  python3.10  python3.10         [.] 0x0000000000137ac9
     0.00%  python3.10  python3.10         [.] 0x0000000000152321
     0.00%  python3.10  [kernel.kallsyms]  [k] finish_task_switch.isra.0
     0.00%  python3.10  python3.10         [.] 0x0000000000121641
     0.00%  python3.10  python3.10         [.] _PyFunction_Vectorcall
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_pmu_nop_txn
     0.00%  python3.10  python3.10         [.] PyTraceBack_Here
     0.00%  python3.10  [kernel.kallsyms]  [k] __get_user_8
     0.00%  python3.10  [kernel.kallsyms]  [k] unmap_page_range
     0.00%  python3.10  python3.10         [.] 0x0000000000152260
     0.00%  python3.10  [kernel.kallsyms]  [k] ttwu_do_activate
     0.00%  python3.10  python3.10         [.] 0x0000000000179c5c
     0.00%  python3.10  [kernel.kallsyms]  [k] futex_wait
     0.00%  python3.10  [kernel.kallsyms]  [k] irqentry_exit_to_user_mode
     0.00%  python3.10  python3.10         [.] 0x000000000017c3ef
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_event__id_header_size
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_try_init_event
     0.00%  python3.10  [kernel.kallsyms]  [k] x86_setup_perfctr
     0.00%  python3.10  python3.10         [.] 0x00000000001795fe
     0.00%  python3.10  python3.10         [.] PyObject_Format
     0.00%  python3.10  [kernel.kallsyms]  [k] allocate_fake_cpuc
     0.00%  python3.10  python3.10         [.] 0x0000000000137b1b
     0.00%  python3.10  python3.10         [.] 0x000000000018d585
     0.00%  python3.10  [kernel.kallsyms]  [k] select_idle_cpu
     0.00%  python3.10  [kernel.kallsyms]  [k] x86_reserve_hardware
     0.00%  python3.10  [kernel.kallsyms]  [k] __entry_text_start
     0.00%  python3.10  libc.so.6          [.] ____wcstof_l_internal
     0.00%  python3.10  [kernel.kallsyms]  [k] refill_obj_stock
     0.00%  python3.10  [kernel.kallsyms]  [k] __x64_sys_futex
     0.00%  python3.10  [kernel.kallsyms]  [k] kmem_cache_alloc_trace
     0.00%  python3.10  [kernel.kallsyms]  [k] prepare_task_switch
     0.00%  python3.10  python3.10         [.] _PyUnicode_ToDecimalDigit
     0.00%  python3.10  python3.10         [.] 0x00000000001d48d5
     0.00%  python3.10  [kernel.kallsyms]  [k] futex_wait_queue_me
     0.00%  python3.10  [kernel.kallsyms]  [k] syscall_enter_from_user_mode
     0.00%  python3.10  [kernel.kallsyms]  [k] mutex_lock
     0.00%  python3.10  python3.10         [.] 0x0000000000294f9e
     0.00%  python3.10  libc.so.6          [.] 0x00000000001a0940
     0.00%  python3.10  libc.so.6          [.] __GI___strcasecmp_l_sse2
     0.00%  python3.10  libc.so.6          [.] 0x00000000001a1100
     0.00%  python3.10  [kernel.kallsyms]  [k] native_write_msr
     0.00%  python3.10  python3.10         [.] PyObject_GetAttr
     0.00%  python3.10  [kernel.kallsyms]  [k] should_failslab
     0.00%  python3.10  [kernel.kallsyms]  [k] native_read_msr
     0.00%  python3.10  libc.so.6          [.] __GI___pthread_setcancelstate
     0.00%  python3.10  [kernel.kallsyms]  [k] enqueue_task
     0.00%  python3.10  python3.10         [.] 0x000000000015ef70
     0.00%  python3.10  [kernel.kallsyms]  [k] rcu_cblist_dequeue
     0.00%  python3.10  python3.10         [.] 0x000000000015b570
     0.00%  python3.10  python3.10         [.] 0x00000000001732ee
     0.00%  python3.10  libcrypto.so.3     [.] 0x000000000030805a
     0.00%  python3.10  [kernel.kallsyms]  [k] __lock_text_start
     0.00%  python3.10  [kernel.kallsyms]  [k] hrtimer_forward
     0.00%  python3.10  python3.10         [.] 0x000000000015b56c
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_event_context_sched_out
     0.00%  python3.10  python3.10         [.] 0x0000000000070990
     0.00%  python3.10  [kernel.kallsyms]  [k] syscall_return_via_sysret
     0.00%  python3.10  python3.10         [.] 0x000000000017c393
     0.00%  python3.10  python3.10         [.] PyObject_SetAttr
     0.00%  python3.10  python3.10         [.] 0x0000000000122820
     0.00%  python3.10  python3.10         [.] 0x0000000000188e5e
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_group_attach
     0.00%  python3.10  python3.10         [.] 0x000000000015eff0
     0.00%  python3.10  [kernel.kallsyms]  [k] rseq_get_rseq_cs.isra.0
     0.00%  python3.10  python3.10         [.] 0x0000000000152369
     0.00%  python3.10  python3.10         [.] _PyDict_GetItemIdWithError
     0.00%  python3.10  python3.10         [.] 0x000000000017c380
     0.00%  python3.10  [kernel.kallsyms]  [k] intel_pmu_hw_config.part.0
     0.00%  python3.10  [kernel.kallsyms]  [k] update_sg_wakeup_stats
     0.00%  python3.10  python3.10         [.] 0x0000000000188fd0
     0.00%  python3.10  libc.so.6          [.] __strncat_ssse3
     0.00%  python3.10  python3.10         [.] 0x000000000015b21b
     0.00%  python3.10  python3.10         [.] PyUnicode_Format
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_output_begin
     0.00%  python3.10  python3.10         [.] 0x00000000001732de
     0.00%  python3.10  libc.so.6          [.] __memmove_sse2_unaligned_erms
     0.00%  python3.10  python3.10         [.] 0x000000000012284c
     0.00%  python3.10  python3.10         [.] 0x00000000002773de
     0.00%  python3.10  python3.10         [.] 0x0000000000188e95
     0.00%  python3.10  [kernel.kallsyms]  [k] restore_fpregs_from_fpstate
     0.00%  python3.10  [kernel.kallsyms]  [k] intel_cpuc_finish
     0.00%  python3.10  python3.10         [.] 0x000000000018c028
     0.00%  python3.10  [kernel.kallsyms]  [k] __put_user_nocheck_8
     0.00%  python3.10  libc.so.6          [.] 0x0000000000199ce8
     0.00%  python3.10  [kernel.kallsyms]  [k] __hrtimer_start_range_ns
     0.00%  python3.10  python3.10         [.] 0x00000000002775f1
     0.00%  python3.10  [kernel.kallsyms]  [k] page_remove_rmap
     0.00%  python3.10  python3.10         [.] 0x0000000000143407
     0.00%  python3.10  [kernel.kallsyms]  [k] intel_get_event_constraints
     0.00%  python3.10  python3.10         [.] 0x0000000000179c35
     0.00%  python3.10  [kernel.kallsyms]  [k] __hrtimer_next_event_base
     0.00%  python3.10  python3.10         [.] 0x000000000015b16f
     0.00%  python3.10  [kernel.kallsyms]  [k] ktime_get
     0.00%  python3.10  [kernel.kallsyms]  [k] __cgroup_account_cputime
     0.00%  python3.10  python3.10         [.] 0x000000000017f87a
     0.00%  python3.10  [kernel.kallsyms]  [k] get_nohz_timer_target
     0.00%  python3.10  [kernel.kallsyms]  [k] ___slab_alloc
     0.00%  python3.10  [kernel.kallsyms]  [k] xfd_validate_state
     0.00%  python3.10  python3.10         [.] _PyLong_Format
     0.00%  python3.10  python3.10         [.] 0x00000000001795ed
     0.00%  python3.10  python3.10         [.] 0x000000000018d596
     0.00%  python3.10  python3.10         [.] 0x000000000015ef93
     0.00%  python3.10  [kernel.kallsyms]  [k] _copy_from_user
     0.00%  python3.10  python3.10         [.] 0x00000000001434c6
     0.00%  python3.10  python3.10         [.] 0x00000000001732d2
     0.00%  python3.10  python3.10         [.] 0x000000000015c5be
     0.00%  python3.10  python3.10         [.] 0x000000000018d113
     0.00%  python3.10  python3.10         [.] 0x000000000018c091
     0.00%  python3.10  [kernel.kallsyms]  [k] tcp_ack
     0.00%  python3.10  [kernel.kallsyms]  [k] do_softirq
     0.00%  python3.10  [kernel.kallsyms]  [k] obj_cgroup_charge_pages
     0.00%  python3.10  [kernel.kallsyms]  [k] plist_del
     0.00%  python3.10  python3.10         [.] 0x000000000012e07f
     0.00%  python3.10  [kernel.kallsyms]  [k] refill_stock
     0.00%  python3.10  [kernel.kallsyms]  [k] check_preempt_curr
     0.00%  python3.10  [kernel.kallsyms]  [k] set_next_buddy
     0.00%  python3.10  python3.10         [.] 0x0000000000179c21
     0.00%  python3.10  [kernel.kallsyms]  [k] uprobe_copy_process
     0.00%  python3.10  python3.10         [.] 0x000000000015efc7
     0.00%  python3.10  python3.10         [.] 0x000000000017958b
     0.00%  python3.10  python3.10         [.] 0x0000000000294986
     0.00%  python3.10  python3.10         [.] 0x00000000001d4955
     0.00%  python3.10  python3.10         [.] 0x0000000000137b77
     0.00%  python3.10  python3.10         [.] 0x00000000001b05ed
     0.00%  python3.10  python3.10         [.] 0x0000000000188de8
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_exclude_event
     0.00%  python3.10  [kernel.kallsyms]  [k] exit_task_namespaces
     0.00%  python3.10  python3.10         [.] 0x000000000020bf65
     0.00%  python3.10  python3.10         [.] PyObject_Malloc
     0.00%  python3.10  python3.10         [.] 0x0000000000179592
     0.00%  python3.10  python3.10         [.] 0x000000000018d740
     0.00%  python3.10  [kernel.kallsyms]  [k] memcg_slab_post_alloc_hook
     0.00%  python3.10  [kernel.kallsyms]  [k] try_to_wake_up
     0.00%  python3.10  libc.so.6          [.] 0x0000000000199c00
     0.00%  python3.10  [kernel.kallsyms]  [k] alloc_pid
     0.00%  python3.10  python3.10         [.] 0x000000000016ab50
     0.00%  python3.10  python3.10         [.] 0x0000000000179c38
     0.00%  python3.10  [kernel.kallsyms]  [k] copy_process
     0.00%  python3.10  python3.10         [.] 0x0000000000137a60
     0.00%  python3.10  python3.10         [.] 0x0000000000188e99
     0.00%  python3.10  [kernel.kallsyms]  [k] lapic_next_deadline
     0.00%  python3.10  [kernel.kallsyms]  [k] do_madvise.part.0
     0.00%  python3.10  libc.so.6          [.] parse_qtd_backslash
     0.00%  python3.10  python3.10         [.] 0x00000000001d4916
     0.00%  python3.10  python3.10         [.] 0x00000000001d48f3
     0.00%  python3.10  python3.10         [.] 0x0000000000206c54
     0.00%  python3.10  [kernel.kallsyms]  [k] irq_enter_rcu
     0.00%  python3.10  python3.10         [.] 0x0000000000277551
     0.00%  python3.10  [kernel.kallsyms]  [k] task_clock_event_add
     0.00%  python3.10  [kernel.kallsyms]  [k] __get_user_nocheck_4
     0.00%  python3.10  python3.10         [.] 0x00000000002068ef
     0.00%  python3.10  python3.10         [.] 0x0000000000294725
     0.00%  python3.10  python3.10         [.] 0x000000000012b2bc
     0.00%  python3.10  [kernel.kallsyms]  [k] run_posix_cpu_timers
     0.00%  python3.10  python3.10         [.] 0x000000000018d060
     0.00%  python3.10  python3.10         [.] 0x00000000001d48d0
     0.00%  python3.10  [kernel.kallsyms]  [k] raw_notifier_call_chain
     0.00%  python3.10  python3.10         [.] 0x00000000001771d5
     0.00%  python3.10  [kernel.kallsyms]  [k] task_h_load
     0.00%  python3.10  [kernel.kallsyms]  [k] __pagevec_lru_add_fn
     0.00%  python3.10  [kernel.kallsyms]  [k] asm_sysvec_thermal
     0.00%  python3.10  python3.10         [.] 0x0000000000127f59
     0.00%  python3.10  [kernel.kallsyms]  [k] x86_pmu_extra_regs
     0.00%  python3.10  [kernel.kallsyms]  [k] try_grab_compound_head
     0.00%  python3.10  [kernel.kallsyms]  [k] irq_exit_rcu
     0.00%  python3.10  libc.so.6          [.] 0x00000000001a097a
     0.00%  python3.10  libc.so.6          [.] pthread_rwlock_unlock@@GLIBC_2.34
     0.00%  python3.10  [kernel.kallsyms]  [k] wake_q_add_safe
     0.00%  python3.10  python3.10         [.] 0x0000000000286dd6
     0.00%  python3.10  python3.10         [.] 0x000000000015d8f3
     0.00%  python3.10  python3.10         [.] 0x0000000000286f13
     0.00%  python3.10  python3.10         [.] PyNumber_AsSsize_t
     0.00%  python3.10  python3.10         [.] 0x00000000002068ca
     0.00%  python3.10  [kernel.kallsyms]  [k] acct_collect
     0.00%  python3.10  python3.10         [.] 0x0000000000137ae4
     0.00%  python3.10  python3.10         [.] 0x00000000001732c6
     0.00%  python3.10  python3.10         [.] 0x000000000015f00b
     0.00%  python3.10  [kernel.kallsyms]  [k] mmput
     0.00%  python3.10  [kernel.kallsyms]  [k] hrtimer_sleeper_start_expires
     0.00%  python3.10  python3.10         [.] _PyNumber_Index
     0.00%  python3.10  python3.10         [.] PyUnicode_New
     0.00%  python3.10  [kernel.kallsyms]  [k] ktime_get_update_offsets_now
     0.00%  python3.10  [kernel.kallsyms]  [k] enqueue_task_stop
     0.00%  python3.10  python3.10         [.] 0x000000000018c0a9
     0.00%  python3.10  [kernel.kallsyms]  [k] tick_sched_timer
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_event_sched_in
     0.00%  python3.10  [kernel.kallsyms]  [k] mem_cgroup_charge_statistics.constprop.0
     0.00%  python3.10  libc.so.6          [.] sem_open@GLIBC_2.2.5
     0.00%  python3.10  [kernel.kallsyms]  [k] resched_curr
     0.00%  python3.10  [kernel.kallsyms]  [k] fpregs_assert_state_consistent
     0.00%  python3.10  python3.10         [.] 0x000000000013fd16
     0.00%  python3.10  python3.10         [.] 0x00000000001d48e1
     0.00%  python3.10  python3.10         [.] 0x0000000000151e66
     0.00%  python3.10  python3.10         [.] 0x0000000000286d39
     0.00%  python3.10  python3.10         [.] 0x0000000000179622
     0.00%  python3.10  libc.so.6          [.] _nss_files_getrpcbyname_r
     0.00%  python3.10  [kernel.kallsyms]  [k] hrtimer_init_sleeper
     0.00%  python3.10  [kernel.kallsyms]  [k] __hrtimer_init
     0.00%  python3.10  python3.10         [.] 0x0000000000127f54
     0.00%  python3.10  [kernel.kallsyms]  [k] rmqueue
     0.00%  python3.10  [kernel.kallsyms]  [k] schedule
     0.00%  python3.10  python3.10         [.] 0x00000000002774b6
     0.00%  python3.10  python3.10         [.] 0x000000000018d07c
     0.00%  python3.10  [kernel.kallsyms]  [k] find_busiest_group
     0.00%  python3.10  [kernel.kallsyms]  [k] __next_timer_interrupt
     0.00%  python3.10  [kernel.kallsyms]  [k] update_vdso_data.constprop.0
     0.00%  python3.10  python3.10         [.] _PyStack_AsDict
     0.00%  python3.10  python3.10         [.] 0x000000000015ef8c
     0.00%  python3.10  python3.10         [.] 0x0000000000137bcf
     0.00%  python3.10  [kernel.kallsyms]  [k] jiffies_to_msecs
     0.00%  python3.10  [kernel.kallsyms]  [k] dequeue_task
     0.00%  python3.10  libc.so.6          [.] ____wcstod_l_internal
     0.00%  python3.10  libc.so.6          [.] pthread_rwlock_wrlock@@GLIBC_2.34
     0.00%  python3.10  libc.so.6          [.] __strncat_sse2_unaligned
     0.00%  python3.10  python3.10         [.] 0x0000000000151e6b
     0.00%  python3.10  python3.10         [.] 0x00000000002773f5
     0.00%  python3.10  libc.so.6          [.] sem_clockwait@@GLIBC_2.34
     0.00%  python3.10  [kernel.kallsyms]  [k] task_active_pid_ns
     0.00%  python3.10  libcrypto.so.3     [.] 0x00000000003078e0
     0.00%  python3.10  libc.so.6          [.] pthread_rwlock_trywrlock@GLIBC_2.2.5
     0.00%  python3.10  [kernel.kallsyms]  [k] __free_one_page
     0.00%  python3.10  python3.10         [.] 0x00000000001641df
     0.00%  python3.10  [kernel.kallsyms]  [k] asm_sysvec_call_function_single
     0.00%  python3.10  python3.10         [.] 0x0000000000206988
     0.00%  python3.10  python3.10         [.] 0x000000000015b204
     0.00%  python3.10  [i915]             [k] i915_get_crtc_scanoutpos
     0.00%  python3.10  libc.so.6          [.] malloc
     0.00%  python3.10  libc.so.6          [.] __stpcpy
     0.00%  python3.10  python3.10         [.] 0x000000000012290a
     0.00%  python3.10  python3.10         [.] 0x0000000000151df2
     0.00%  python3.10  python3.10         [.] 0x00000000002774d7
     0.00%  python3.10  [kernel.kallsyms]  [k] sync_regs
     0.00%  python3.10  python3.10         [.] 0x0000000000127ff7
     0.00%  python3.10  [kernel.kallsyms]  [k] rcu_qs
     0.00%  python3.10  python3.10         [.] 0x00000000002775ac
     0.00%  python3.10  python3.10         [.] 0x000000000017c403
     0.00%  python3.10  python3.10         [.] 0x00000000002cecd0
     0.00%  python3.10  libc.so.6          [.] pthread_setattr_default_np@@GLIBC_2.34
     0.00%  python3.10  python3.10         [.] 0x0000000000280a80
     0.00%  python3.10  python3.10         [.] 0x000000000015e0c1
     0.00%  python3.10  [kernel.kallsyms]  [k] can_migrate_task
     0.00%  python3.10  libc.so.6          [.] realloc
     0.00%  python3.10  python3.10         [.] 0x0000000000127f50
     0.00%  python3.10  python3.10         [.] 0x00000000001d4902
     0.00%  python3.10  [kernel.kallsyms]  [k] rcu_accelerate_cbs
     0.00%  python3.10  python3.10         [.] 0x0000000000179538
     0.00%  python3.10  python3.10         [.] 0x0000000000294ebb
     0.00%  python3.10  [kernel.kallsyms]  [k] intel_put_event_constraints
     0.00%  python3.10  [kernel.kallsyms]  [k] sysvec_apic_timer_interrupt
     0.00%  python3.10  [kernel.kallsyms]  [k] native_apic_msr_eoi_write
     0.00%  python3.10  [kernel.kallsyms]  [k] __intel_pmu_enable_all.constprop.0
     0.00%  python3.10  [kernel.kallsyms]  [k] plist_add
     0.00%  python3.10  [kernel.kallsyms]  [k] mutex_unlock
     0.00%  python3.10  python3.10         [.] 0x000000000015e06d
     0.00%  python3.10  python3.10         [.] 0x0000000000206790
     0.00%  python3.10  python3.10         [.] 0x0000000000188e69
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_mux_hrtimer_handler
     0.00%  python3.10  python3.10         [.] _PyObject_FastCallDictTstate
     0.00%  python3.10  python3.10         [.] 0x0000000000188dc9
     0.00%  python3.10  [kernel.kallsyms]  [k] mmap_read_lock
     0.00%  python3.10  python3.10         [.] 0x000000000015d888
     0.00%  python3.10  python3.10         [.] 0x000000000006ff90
     0.00%  python3.10  python3.10         [.] 0x000000000020674b
     0.00%  python3.10  python3.10         [.] 0x00000000002942ff
     0.00%  python3.10  python3.10         [.] 0x0000000000188d36
     0.00%  python3.10  python3.10         [.] 0x0000000000137a9c
     0.00%  python3.10  python3.10         [.] 0x000000000015c5e7
     0.00%  python3.10  python3.10         [.] 0x0000000000122930
     0.00%  python3.10  python3.10         [.] 0x000000000018bf70
     0.00%  python3.10  python3.10         [.] 0x0000000000164480
     0.00%  python3.10  libc.so.6          [.] 0x0000000000198ae6
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_event_exit_task
     0.00%  python3.10  python3.10         [.] 0x000000000015d120
     0.00%  python3.10  [kernel.kallsyms]  [k] hrtimer_interrupt
     0.00%  python3.10  libc.so.6          [.] __GI___pthread_self
     0.00%  python3.10  python3.10         [.] 0x0000000000293e15
     0.00%  python3.10  [kernel.kallsyms]  [k] obj_cgroup_uncharge
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_event_task_tick
     0.00%  python3.10  python3.10         [.] PyDict_GetItemWithError
     0.00%  python3.10  python3.10         [.] 0x0000000000294e90
     0.00%  python3.10  python3.10         [.] 0x0000000000206576
     0.00%  python3.10  python3.10         [.] 0x0000000000188de0
     0.00%  python3.10  python3.10         [.] 0x000000000020bee1
     0.00%  python3.10  python3.10         [.] 0x000000000012289b
     0.00%  python3.10  [kernel.kallsyms]  [k] task_tick_fair
     0.00%  python3.10  [kernel.kallsyms]  [k] rcu_all_qs
     0.00%  python3.10  python3.10         [.] 0x0000000000127fe8
     0.00%  python3.10  libcrypto.so.3     [.] 0x00000000003080c4
     0.00%  python3.10  python3.10         [.] 0x00000000001740af
     0.00%  python3.10  python3.10         [.] 0x000000000020bf3d
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_event_init_context
     0.00%  python3.10  python3.10         [.] 0x0000000000294993
     0.00%  python3.10  python3.10         [.] PyObject_GC_Del
     0.00%  python3.10  python3.10         [.] 0x000000000017c3e7
     0.00%  python3.10  python3.10         [.] 0x0000000000188efb
     0.00%  python3.10  [kernel.kallsyms]  [k] __mod_memcg_lruvec_state
     0.00%  python3.10  python3.10         [.] 0x0000000000294970
     0.00%  python3.10  python3.10         [.] 0x000000000015efe1
     0.00%  python3.10  [kernel.kallsyms]  [k] hsw_hw_config
     0.00%  python3.10  [kernel.kallsyms]  [k] __call_rcu
     0.00%  python3.10  libc.so.6          [.] 0x00000000000284d0
     0.00%  python3.10  python3.10         [.] 0x000000000015b218
     0.00%  python3.10  python3.10         [.] 0x00000000001d4939
     0.00%  python3.10  python3.10         [.] 0x00000000001732c8
     0.00%  python3.10  python3.10         [.] 0x000000000018c0b7
     0.00%  python3.10  [kernel.kallsyms]  [k] therm_throt_process
     0.00%  python3.10  python3.10         [.] 0x000000000018bf82
     0.00%  python3.10  python3.10         [.] 0x0000000000151d80
     0.00%  python3.10  libcrypto.so.3     [.] 0x0000000000308126
     0.00%  python3.10  libcrypto.so.3     [.] OPENSSL_cleanse
     0.00%  python3.10  python3.10         [.] 0x000000000015b54f
     0.00%  python3.10  [kernel.kallsyms]  [k] page_counter_cancel
     0.00%  python3.10  [kernel.kallsyms]  [k] memcpy_erms
     0.00%  python3.10  libc.so.6          [.] 0x0000000000199ee0
     0.00%  python3.10  python3.10         [.] 0x000000000017c3a6
     0.00%  python3.10  python3.10         [.] _PyLong_FormatWriter
     0.00%  python3.10  python3.10         [.] 0x00000000001732fc
     0.00%  python3.10  python3.10         [.] 0x00000000001795d2
     0.00%  python3.10  python3.10         [.] 0x0000000000164e69
     0.00%  python3.10  python3.10         [.] PyMember_SetOne
     0.00%  python3.10  python3.10         [.] 0x000000000020bf52
